content,
"@edusax79 @Claudiashein Oye no me respondiste el otro dia.

No consideras una falta de respeto votar por el partido que convirtio TODAS nuestras agencias de seguridad en brazos del Cartel ?

No tenias respuesta o huiste ?",
"@JJDiazMachuca @lopezobrador_ @Claudiashein @PartidoMorenaMx @MauricioCollado Muy lamentable lo que le pasa al pueblo de guerrero, pero ellos tienen la culpa, quien en sus cinco sentidos vota por la torita. Y el 24 van a votar por morena.",
@Claudiashein Por que siguen haciendo campana politica y gastando el dinero del pueblo. No jodan. Como quiera nadie va votar por uds!,
"@AlmaGTrevino @silvis1707 @MaxKaiser75 @Claudiashein Si, y vamos a votar masivamente en 2024, por Morena para obtener la mayoria calificada en el 2024, todos a votar por Morena. ",
"?Anualidad gratis? Es posible con LA TARJETA, solicitala y aprovecha sus beneficios.",
@JJDiazMachuca @lopezobrador_ @Claudiashein @PartidoMorenaMx @MauricioCollado Claudia sigue de gira por el Bajio ... recuerden en Guerrero para que vuelvan a votar por ellos,
@JJDiazMachuca @lopezobrador_ @Claudiashein @PartidoMorenaMx @MauricioCollado Sera? Ellos mismos sabiendo la clase de personas que son los Salgado prefirieron votar por esas fichitas. Si hubieran sido sensatos hoy tendrian un gobernador serio y responsable. Seguramente la situacion seria menos caotica pero no... vendieron su voto y con ello su seguridad.,
Dinamismo en su maxima expresion. El Audi Q2 fusiona comodidad y funcionalidad para la vida cotidiana. Experimenta todos sus detalles.,
"@chucho_cuerero @Claudiashein @XochitlGalvez Jaja votar por esa pinche botarga corrupta, mentirosa e hipocrita de cochil? Ademas de que me cae re mal esa vieja guanga",
"@Claudiashein Por mi, si gustas, te puede meter tu tesis por el qlo para que nadie mas la vuelva a revisar. Este tipo de desplantes es lo que me convence de nunca votar a @PartidoMorenaMx y a esta pinche momia pendeja. Chingas a tu madre.",
"El uso electorero que @lopezobrador_ hace de la tragedia de los guerrerenses es insultante. Que @Claudiashein haga el juego a su guelito en tan sucia maniobra es suficiente para que cualquier persona bien nacida rechace votar por @PartidoMorenaMx 

https://t.co/YjG3tuTcZo",
"Presidente @lopezobrador_ aqui tiene mi respuesta y mis correcciones a sus equivocados senalamientos hacia mi persona de hoy por la manana, yo no estoy enojado, al contrario me alegra abrir esta puerta publicamente para conversar.

Saludos . https://t.co/uEAAcRbeus",
"@juncalssolano @lopezobrador_ @EnriqueAlfaroR @RicardoBSalinas @eazcarraga @Claudiashein @mario_delgado @Peperamirezmx @NaborJimenezECP @NachoRgz @JucaNoticias @mau_rodriguez77 @PartidoMorenaMx @CitlaHM Ni podra! Ahi si piensan no estan desesperados como para votar por un pendejo como tu Juan Carlos, entiendelo no vas a ganar!!",
"?Anualidad gratis? Es posible con LA TARJETA, solicitala y aprovecha sus beneficios.",
"@Vampiro98682700 Ya sera decision de los electores por quien votar, tu voto vale un voto, y daselo a quien tu gustes, asi ha sido siempre, ahora, que si no te gusta reclamale a @lopezobrador_ @Claudiashein @martibatres  @ClaraBrugadaM @mariodelga",
"@RahulkMex @lopezobrador_ @Claudiashein ATENCION, esta mujer es un PELIGRO para MEXICO. Es importante salir a votar y deshacernos de estas lacras, arribistas.",
@Cherry_Bomb_bom @Claudiashein @lopezdoriga @CarlosLoret Jajajajajaja no te equivoques. Vas a votar por esa ratera porque tienes caca en la cabeza,
"@miguelmirandamx @palomito6572 @Claudiashein Es increible ver tanta desgracia en Mexico y todavia se atreven a desdenar al Estado de Guerrero y a Acapulco y ver a esta pelusa de gente porque no hay otra forma de como llamarlo acentuando y no se dara un centavo, espero que Mexico no vuelva a votar por esta porqueria",
"The Joy Of Your Pet's First Christmas Is Worth Celebrating

 Order here: https://t.co/2ozBwJZEAj
 Worldwide Shipping!

#wanderprints #ornament #homedecor #custom #housewarminggift #christmas #xmas #xmasgift #doglover #petlover #dogmom #dogdad https://t.co/H5IoSzvGnY",
"@RahulkMex @lopezobrador_ @Claudiashein Segun la logica chaira, cualquier pendej@ puede ser presidente. Mexicanos, demostremos que Mexico vale, sal a votar en el 2024!!Es por tus hijos y por el futuro del pais!!!",
"@Cherry_Bomb_bom @Claudiashein @lopezdoriga @CarlosLoret Vieja pndeja y resentida, votar para que vendas sus bienes otras personas, la verdad tiene kk en el cerebro.",
"@EddLite2018 @MibReal26 @PartidoMorenaMx @CitlaHM @Claudiashein @martibatres @lopezobrador_ ""La Ciudad de las libertades"". Abusados a la hora de votar. Morena NO es opcion de ""cambio"", son los peores de todos. https://t.co/NffhteuIm5",
@PartidoMorenaMx @Claudiashein Nadie quiere votar por ella. Es de lo peor.,
@PartidoMorenaMx @Claudiashein Que bueno que dicen para no votar por ella...,
"@PartidoMorenaMx @Claudiashein Por eso no voy a votar por ella, porque es igual de corrupta e incompetente que el Dictador @lopezobrador_ y toda la pandilla de ustedes...",
@Claudiashein Y no van a votar por ti!!!,
" !Imagina la euforia de un trader exitoso al ver como se disparan sus ganancias  Ponte en su lugar y deja que te inspire a alcanzar nuevas cimas en tu propio viaje inversor! 
https://t.co/eqJVvJWiJ1 https://t.co/T6vjxiFhzn",
"@Taboada2024 Esto es verdaderamente @lopezobrador_ @Claudiashein @OHarfuch @martibatres @mario_delgado @CitlaHM odian, detestan, vomitan, a los pobres, pero los necesitan solo para votar.",
"@MarvanMaria @Claudiashein Por esto es que no debemos votar por ella, ni siquiera es candidata oficial y se cree por encima de las instituciones

#ClaudiaEsUnPeligroParaMexico",
"@Cherry_Bomb_bom @Claudiashein @lopezdoriga @CarlosLoret Uta, si por eso vas a votar por una inutil, estan chidas tus convicciones",
"@ferbelaunzaran @Claudiashein MEXICANOS: la definicion de APATIA es dejadez, indolencia, falta de vigor o energia. No seamos asi. Hay que actualizar la credencial para votar por un pais prospero.
Hay que difundirlo masivamente.",
LA TARJETA te da la oportunidad de disfrutar de tu primer ano sin anualidad. Aprovecha esta oferta y solicitala ya.,
"@Cherry_Bomb_bom @Claudiashein @lopezdoriga @CarlosLoret Por gente pendeja como tu, es que estamos de la chingada, por votar con esa ideologia",
@Claudiashein ?Ya renunciaste a tu otra nacionalidad? ?Cuando vas a condenar a Israel? No pienso votar por ti hasta que externes tu postura. La mejor opcion siempre fue Adan Augusto,
"@HelenaRe4 @GinaPachecoF @OSWALDORIOSM @CharlieMelano63 @XochitlGalvez @Claudiashein Tienes razon  !!
Salimos pocos a votar.
Al decir NADIE, me referi  a una mayoria  huevona  o valemadrista, no creo que tenga que explicarte con palos y bolitas.
El 24 me imagino que pocos saldremos a votar, ojala  salga a votar la mayoria por Xochitl si ella es la candidata https://t.co/cuZFNV2zU3",
"@chabihau1 @GinaPachecoF @OSWALDORIOSM @CharlieMelano63 @XochitlGalvez @Claudiashein No generalices. Muchos no salieron a votar, pero es FALSO y absurdo decir que nadie lo hizo.
Desafortunadamente no fue suficiente con los que votamos, PERO, que nos sirva de escarmiento y no permitir q se repita en 2024. ?!De acuerdo!?",
Dinamismo en su maxima expresion. El Audi Q2 fusiona comodidad y funcionalidad para la vida cotidiana. Experimenta todos sus detalles.,
"@Cherry_Bomb_bom @Claudiashein @lopezdoriga @CarlosLoret Que triste votar por alguien que no tiene capacidad
Por ver destruidos a 2!personas
Que falta de inteligencia",
"@Cherry_Bomb_bom @Claudiashein @lopezdoriga @CarlosLoret Que lastima que te alegres por el mal del projimo y solo vayas a votar por ese motivo, gente como tu decepciona.",
"@LUCIANOGLEZT @amarilloalarcon @SSC_CDMX @PabloVazC @DuniaLudlow Mira @Claudiashein la gente que segun tu trabaja por la ciudad jajajajaja @martibatres la sigue de seguro cobijando, es por esto que dudo en votar por #Morena",
"@Arouet_V @Claudiashein La ambicion desvela la calidad de los seguidores de Claudia Sheinbaum. 
Obvio ya perdio el 2024 porque los Mexicanos vamos a votar #Xingon  ",
"@ChairoBatman @LuisGut95525602 @Claudiashein Traidor el remedo de ""Batman"" que se queja de los prianistas, pero va a votar por la Sra que los esta metiendo a Morena.

Nada listo el pseudo Batman.",
@Claudiashein Una razon mas para no votar por esta horda de destructores de las instituciones,
@Cherry_Bomb_bom @Claudiashein @lopezdoriga @CarlosLoret Jajajajakaja votar por higado.... Que inteligente,
@RahulkMex @lopezobrador_ @Claudiashein En serio por esta calabaza piensa votar la chairiza?...,
"@Cherry_Bomb_bom @Claudiashein @lopezdoriga @CarlosLoret No pues si... nomas te falto decir que vas a votar por claudia porque es simpatica. A mi me daria pena decir que votaria por tus razones, pero eres un miembro del chayo sincronizado... asi que da igual lo que te ordenen decir...",
" !Imagina la euforia de un trader exitoso al ver como se disparan sus ganancias  Ponte en su lugar y deja que te inspire a alcanzar nuevas cimas en tu propio viaje inversor! 
https://t.co/eqJVvJWiJ1 https://t.co/T6vjxiFhzn",
"@Cherry_Bomb_bom @Claudiashein @lopezdoriga @CarlosLoret No te equivoques, vas a votar por morena, sea quien sea, para que sigasn teniendo chayote, de lo contrario tendras que vender las pocas garras que tengas para sobrevivor, porque una vez que se conozca tu identidad, vas a tragar camote.",
@Claudiashein De verdad eres un insulto para Mexico....  Yo acabo de llegar de Acapulco y no le estan dando la ayuda a suficiente ... ya basta claudia no mientas !!!! NO vamos a votar por ti!!,
@DragonVladimir @CaniBasul @PartidoMorenaMx @mario_delgado @CitlaHM @AlfonsoDurazo @m_ebrard @lopezobrador_ @Claudiashein Admitio que Claudia la cago en invitar a priand3jos que un su momento no ayudaron. Pero aun asi voy a votar por Claudia y no la gelatina.,
"@Claudiashein Por eso van a votar ,de seguro su estado es el mas seguro...masoquitas los quieren lo mismo pero peor.",
Obten hasta 5 anos de garantia con Audi Plus Performance en nuestros modelos e-tron y RS.,
"@familia_ov @jltrujillo_agai @EddLite2018 @XochitlGalvez @lopezobrador_ @Claudiashein Que te caiga mal a ti y quiza a los de tu entorno no significa les caiga mal a los demas. Calculo que del total del padron que si vota porque un 30% no los haces ni los haras votar por NADIE , un 55 a 60% lo quiere, un 15 a 20% lo detesta y al resto le es indiferente.",
@familia_ov @jltrujillo_agai @EddLite2018 @XochitlGalvez @lopezobrador_ @Claudiashein Yo no me confundo. Yo NO VOY A VOTAR POR NADIE. Voy a anular el voto. @lopezobrador_ en efecto no es una lumbrera pero tiene carisma lo que la sra esta no tiene ni un apice. Tampoco es una lumbrera @Claudiashein pero si se expresa mejor que xochitl y es la candidata oficial.,
@Cherry_Bomb_bom @Claudiashein @lopezdoriga @CarlosLoret La unica razon por la que vas a votar por Claudia es por pendeja,
@adn40 @SSC_CDMX Recuerdenlo cuando les pidan votar por @Claudiashein,
@Cherry_Bomb_bom @Claudiashein @lopezdoriga @CarlosLoret Por votar a lo pendejo es que estamos como estamos...,
@Cherry_Bomb_bom @Claudiashein @lopezdoriga @CarlosLoret Algo como no votar por ese partido de no lo hicieron.,
"RT @ !Con https://t.co/mrnP3JV6Tr puedes ganar los Balones de Gol de ElClasico! 

Entra, registrate y colecciona un Balon de Gol que nunca vas a olvidar. ",
" !Con https://t.co/mrnP3JV6Tr puedes ganar los Balones de Gol de ElClasico! 

Entra, registrate y colecciona un Balon de Gol que nunca vas a olvidar. ",
"@ClaraBrugadaM @Claudiashein No te va a escoger, entiende, la clase media no te va a votar, ese es el miedo de la Titina @Claudiashein",
