tweet,clasificacion,,,
"@XochitlGalvez Sigue Aspirando,  DESINFLADA INDIGENA, JAMAS LLEGARAN  A GOBERNAR ESTE PAIS. LOS TRAIDORES PRIANISTAS. Nunca volveran. Punto",0,,,
"@abdulachik @XochitlGalvez Ni lo suenes, esa #BotargaCorruptaX jamas sera Presidenta de Mexico",0,,,
@XochitlGalvez Habla bien bonito la hammster dientes chuecos y promete algo que jamas cumplira https://t.co/f8CLuRixXs,0,,,
"@XochitlGalvez @IndEmbMexico Por eso los vamos a desaparecer a ti y a tu bola de ratas corruptas, ya no volveran al poder jamas la 4T seguira.",0,,,
"@XochitlGalvez @SelvameMX Lo bueno que en monterrey, guadalajara,cdmx jamas se tocaria ni se ha alterado ningun ecosistema a cambio de algunas empresas extranjeras como coca cola, extraccion de minerales, cuencas , lagos y rios privatizadas por cerveceras y refresqueras, o un aeropuerto en un lago.",0,,,
@XochitlGalvez @SCJN Verguenza deberia de darles por eso JAMAS volveran al poder,0,,,
"@ryo_hermoso @XochitlGalvez La Dinosauria y vividora con trafico de influencia jamas sera presidenta, ya se van a revisar sus contratos con el @INAImexico  y los otros se le va a caer el teatro de las gelatina. Jejeje",0,,,
@XochitlGalvez @Xochitl__Va Jamas va ser presidenta de Mexico jajajajajaj,0,,,
@XochitlGalvez La botarga Xochitl Galvez y la dinosaurio Beatriz Paredes por cual irle a ninguna estas corruptas y saqueadoras y de partidos PRIAN corruptos ligados al narco vende patrias jamas llegaran a la presidencia,0,,,
"@XochitlGalvez No votaria por ti jamas, eres inepta, ridicula, falsa, mentirosa y Mexico entero tambien te odia",0,,,
"@RiosAnaMa @BeatrizParedes @XochitlGalvez @Claudiashein Dios quiera asi sera, pero si no lo fuera puedo ver un pais dirigido por @BeatrizParedes pero jamas uno dirigido por @XochitlGalvez",0,,,
"@XochitlGalvez Sra.usted y todos los de su partido el prian solos se estan hundiendo,olvidese de llegar a presidenta jamas lo dejaremos el pueblo de Mexico unido y despierto de la manipulacion que ejercian para hacer de sus robos a Mexico pero ya no",0,,,
@XochitlGalvez Entiende botarga jamas seras presidenta,0,,,
"@Xochitl2024 @PRDMexico Yo reuno mas gente en una carne asada en el patio de mi casa que todos los integrantes del @PRDMexico, Jesus Zambrano y los abajofirmantes... obvio, un gran logro para alguien que jamas a ganado un voto popular, como @XochitlGalvez y el sr. x.",0,,,
@LaChiquisYareli @XochitlGalvez Jamas los dejaremos volver a esos,0,,,
@XochitlGalvez @IndEmbMexico Pudrete jelatinosa de jelatinas yenas de corucion rebueltas con ratas tragatelas para que te pongas mas jelatinosa y podrida de lo que estas vieja bulgar injeniera de las matematicas estas muy hojona pa paloma jamas seras presidenta jamas rata alcolica bulgar paraablarlindajoyita,0,,,
@XochitlGalvez @IndEmbMexico Pues de reversa jamas con el Prian #VotoMasivoPorMorena2024,0,,,
@XochitlGalvez Jamas seras Presidenta de nuestro Pais. Corrupta.,0,,,
"@XochitlGalvez @SCJN Ya es publicos tus contratos al cobijo del poder , jamas ganaras xochitl,  eso te lo garantiza el pueblo",0,,,
"@XochitlGalvez TE VA CHINGAR BEATRIZ PAREDES. TIENE MAS CARRERA POLITICA QUE TU. TU SOLO HAS SIDO UNA MISERABLE PLURI. Y LO QUE TE ESTAN CONSTRUYENDO ES ARTIFICIAL, JAMAS TENDRAS EL APOYO DEL PUEBLO. TU SUENO GUAJIRO, NO CUAJARA, COMO LA FABULA, DE LA NINA, QUE VENDIA 600 GELATINAS. CORRUPTA. https://t.co/N3vnrIz5JN",0,,,
@MarkoCortes @AccionNacional @SantiagoCreelM @XochitlGalvez Pobre enejo del creel..! Lo mandaron a la china da..! Los que aun se sienten duenos de Mexico..! Jamas sera presidenciable..! Viva la 4T..!,0,,,
@XochitlGalvez En esos espacios privados JAMAS vas a escuchar las necesidades de los mas necesitados. Ridicula.,0,,,
"@julioastillero No solo trabajaban mas de 10 horas, tambien sufrian explotacion laboral, en el sexenio de @VicenteFoxQue  cuando @XochitlGalvez  fu funcionaria de pueblos indigenas, jamas dijo una sola palabra de ello, asi son los PRIANISTAS unos hipocritas.",0,,,
@XochitlGalvez NUNCA JAMAS,0,,,
"@lumendoz @XochitlGalvez Tengo memoria sentido comun, jamas apoyaria a esa corrupta ademas de bruta",0,,,
"@XochitlGalvez Ahora resulta que la Sra Xochitl es conocedora de todas las zonas de extrema pobreza en Mexico, esa ni usted se la cree, y jamas votaria por una corrupta del grupo del prianrdmc",0,,,
@ryo_hermoso @XochitlGalvez Jamas votaria por esa mujer,0,,,
"@AngMariscal4T @XochitlGalvez Tecnocratas o tecnoratas que afectaron a nuestro pais despojaron a generaciones de mexicanos ,@Xochitl2024  la corrupta @XochitlGalvez  nunca sera Presidente jamas  lo permitiremos",0,,,
@XochitlGalvez Si con una Alcaldia te robaste millones... no quiero ni pensar en cuanto te robarias en la Presidencia!!! No gracias!!! Nunca jamas !!,0,,,
"@ryo_hermoso @XochitlGalvez Jajajaja el escaso analisis politico te hace omitir que el 16% de Adan, el 10% de Marcelo y el 10% de Norona JAMAS se sumarian a la botarga y si se van a sumar a Claudia por lo que los van a barrer por mas de 20% jajaja",0,,,
@ryo_hermoso @XochitlGalvez Esa zopilota de la x0ch17l nunca sera presidenta jamas,0,,,
@JJDiazMachuca @XochitlGalvez Pues que voten por ella ! Pepe realmente crees que la gente que no quiere a Morena va a votar por ellos independientemente si Alfaro se sube a la coalicion o perdona a Dante ! Igual la bronca seria en lo estatal pero en lo federal no votarian por Morena jamas !,0,,,
"@XovenesXingones @XochitlGalvez Los invito a que vengan a mi comunidad y vean como los seguidores del PAN vienen y chantajean a las personas diciendo que esos apoyos son del PAN y si no votan por ellos se los quitaran, pero, como siempre, de los que viven en comunidades jamas los escuchan",0,,,
@XochitlGalvez @IndEmbMexico Si que tu te vayas con tu familia a jupiter y te vuelvamis a ver jamas aya puedes verder tus gelatinas de la muerte vieja ahuevonada mantenida,0,,,
"@XochitlGalvez Solo sus eventos en lugares cerrados!!!! Asi cualquiera, entiendan jamas van a regresar al poder voto masivo a MORENA!!!",0,,,
"@XochitlGalvez Suenos son los que tienes, jamas vas a ser presidenta, asquerosa COCHIL.",0,,,
"@XochitlGalvez Yo no sueno..con un cambio, se tiene que hacer pero se requiere voluntad y romper paradigmas es por eso que a Lopez Obrador se le tiene que hacer juicio politico para que pague todo el dano y que jamas se repita que un inutil llegue al poder.",0,,,
@lumendoz @XochitlGalvez Lambiscona....entiende tus bolsas y limosnas jamas regresaran merolica https://t.co/NFgJHBfeIY,0,,,
"@XochitlGalvez Si, sin limites, que podamos seguir saqueando el pais, pero ni en suenos, se les acabo, nunca jamas volveran como las golondrinas de Gustavo Adolfo Becquer.",0,,,
"@Claudiashein Doctora es usted una copia del presidente. En caso de asumir la presidencia usted seria un titere, un pelele. Jamas botaria por usted. Por eso ruego para que la elijan a usted en lugar de @m_ebrard y asi botar por @XochitlGalvez",0,,,
@AgaveMichi @XochitlGalvez Tu JAMAS te veras mal!!!!! Y que padre que pudiste ver a Xochitl y entregarle su regalo ,0,,,
@XochitlGalvez @SantiagoCreelM Yo jamas votare x una francesa,0,,,
"@XochitlGalvez Tengo minimo 35 anos escuchando las mismas mamadas de los politicos de kgada,como tu comprenderas. Del PAN,PRI PRD, MORENA, MC etc y todos jamas cumplen. Ya cambienle a su discursito apantallapndjos y digan que les vale madres la educacion en Mexico, hipocritas de ",0,,,
"@iortizv1 @XochitlGalvez Si como no!! Jajajaja, jajajaja, jamas! Que mediocres son todos ustedes!",0,,,
"@NSauln @XovenesXingones @XochitlGalvez Jamas lo comprenderas, mejor sigue haciendo lo tuyo. https://t.co/bpzxDPkMqw",0,,,
@XochitlGalvez Calmate Robin Hood. No imites lo que jamas haras de .,0,,,
"@XochitlGalvez Si, hablara cosas bonitas, pero jamas las llevara a cabo, como ya lo hacia el viejo PRI",0,,,
"@XochitlGalvez La senora hipocresia donde en sus estados panistas no entregaran los libros de texto gratuitos, lo bueno es que en Mexico ya estamos muy bien informados y estos corruptos jamas volveran al poder para danar a Mexico",0,,,
@XochitlGalvez Mi sueno es que nunca jamas regresen el PRI ni el PAN y menos el PRIAN,0,,,
@XochitlGalvez @SCJN Si hay algo q a marcado q este pais no avanze en seguridad es la SCJN . corrupta y es de 1mbesiles no darse cuenta de toda las injusticias ...solo ustedes se asen en su burbuja .....por cosas como estas es q jamas volvere a votar x lo q representas,0,,,
@JenniferCuriel9 @Francis21351207 @XochitlGalvez @BeatrizPRangel_ Jamas veria el debate de ese par de corruptas vende patrias.,0,,,
"@XochitlGalvez Es muy simple CAES MAL, ERES LA CANDIDATA MAS ANTIPATICA QUE A EXISTIDO, JAMAS VOTARIA POR ALGUIEN COMO TU !!!",0,,,
"@XochitlGalvez Ni la zona hotelera del Diamante negro, ni los complejos de Xcaret como Xplor, Xoximilco ni las granjas porcinas de Calica te importaron jamas, y la UNICA obra que va a beneficiar a la gente local te horroriza. Lo que te horroriza es que los pobres dejen de serlo, pseudoindigena",0,,,
"@XochitlGalvez No senora galvez, usted lo unico que tiene es la ambicion de seguir robandole al pueblo y no se lo permitiremos jamas. Nuestro sueno es verla en la carcel junto a sus familiares complices y le aseguro que es mas probable que se cumpla",0,,,
"@XochitlGalvez No se quien con un poco de cerebro  votaria por esta senora, yo jamas lo haria!!",0,,,
"@XochitlGalvez Senora le comento que el prianismo representa el rezago de Mexico no mas estafas maestras, no mas Fobaproa usted representa lo mas asqueroso de la corrupcion en la historia de Mexico nunca jamas salinas,Anaya,pena,fox,calderon por un pais sin chayote y podredumbre politica",0,,,
@doloressoledad9 @XochitlGalvez La corrupta Botarga jamas sera presidenta.Te lo aseguro.,0,,,
"@XochitlGalvez Pero solo vas a ganar la candidatura de la opocision eso el pueblo ya lo sabe, lo que tambien vas a ganar son millones de mentadas de mmmaadre pero la presidencia jamas",0,,,
"@LOVREGA ?Por que jamas votarias ppr @AccionNacional? ?Por que si votarias ppr @XochitlGalvez? @XochitlGalvez la corrupta mujer que desde su cargo se enriquecio de contratos con trafico de Influencias en tanto ostentaba el cargo de Alcaldesa, al final apoyas a un grupo de ladrones",0,,,
"@XochitlGalvez yo tambien sueno con un Mexico asi, por eso jamas voraria por la botarga que repetesenas",0,,,
@XochitlGalvez Nomas anda reciclando las mismas promesas que nos ha vendido por anos la ahora oposicion y que JAMAS han intentado resolver o apoyar una vez ganado el hueso.,0,,,
"@XochitlGalvez La verdad das pena ,,, jamas hablaste de la corrupcion pripan,, y ahora que el presidente les ensena como gobernar,, jamas dicen nada de los logros del el mejor gobierno de Mexico",0,,,
"@RobertoMadrazo_ @SantiagoCreelM @XochitlGalvez @BeatrizParedes ERES UN CORRUPTAZOOOO YA NADIE LOS QUIERE Y EN EL 24 VAN A RECIBIR LO QUE SE MERECEN EN LAS URNAS, YA FALTA POCO!!!! UDS JAMAS VAN A REGRESAR!",0,,,
"@XochitlGalvez Se escucha muy hipocrita el comentario de Xochilt , si cuando estuvo como funcionaria con Fox y cuando fue alcaldesa en la Miguel Hidalgo jamas hizo nada bueno .  Solo se dedico a hacer negocios para sus empresas y su familia .",0,,,
"@XochitlGalvez tus suenos para nosotros son pesadillas , jamas regresaran al gobierno, tienes el alma podrida .",0,,,
@MarkoCortes @XochitlGalvez  ya lo ordeno el patron verdad ratotas los PRIANISTAS no regresan jamas  https://t.co/RFX1y4cWzF,0,,,
"No es racismo el de Xochitl Galvez Ruiz @XochitlGalvez, es simplemente odio enorme y genuino a todo lo mexicano camuflageada en un huipil, como todo lo que proviene de la oposicion. Gente ruin, miserable, falaz y mezquina. !!!NO REGRESARAN!!! !!!JAMAS!!!",0,,,
"@Milenio @XochitlGalvez Ni aunque se aleje, arbol torcido jamas su tronco endereza, que se vete de la politica eso si deberia de hacer esta cucaracha corrupta, ya esta super quemada.",0,,,
"@XochitlGalvez Si asi es pero en tu planeta,te quedaste impuesta a robar a manos llenas, pero nunca mas ( ya no lo veras en el resto de tu perra vida, jamas )",0,,,
@XochitlGalvez Alcabo prometer no empobrece verdad? Representas a la elite que por decadas mintio y cada sexenio engano a los Mexicanos por eso JAMAS regresaran al poder.,0,,,
"@XochitlGalvez Dios me libre d ser lacr4, yo si conosco la esencia, el honor, y jamas trafico d influencias, para hacerme d lana, pa k quieres dinero k ya ni puedes disfrutar, estas mal y andas mal,",0,,,
"@XochitlGalvez Tu eres la destruccion de pacotilla ,inepta,lepera ,alburera ,jamas seras presidente nunca ,no lo permitiremos 50 millones  de mexicanos",0,,,
"@XochitlGalvez Xochitl del PRIAN corrupto ese discurso y mas, nos recetaron 36 anos, y jamas nos cumplieron, al contrario, abandonaron al pueblo y heredaron 60 millones de pobres y endeudaron al pais, mientras la crearon una oligarquia politica multimillonaria.",0,,,
"@XochitlGalvez Ese es lo que eres Cochitl , solo eso , un efimero sueno del que jamas despertaras, te usaron solamente.",0,,,
"@XochitlGalvez Frente amplio engano  a sus votantes, que borregos,ya estaba decidido, el pan votara por su candidato jamas por el PRI.",0,,,
@atorrelemus @bebe_langostino @XochitlGalvez @SantiagoCreelM De acuerdo contigo no puede uno distraerse en lo horrible fisicamente que sea Xochitl pasa a ultimo plano sus dientes feos su cara fea su cuerpo feo su voz fea eso no debe de interesarnos que te la topes en la noche y mueras de miedo eso jamas debe importar chin ya me perdi.,0,,,
"@MarkoCortes @XochitlGalvez Jajaja, cuanta hipocresia de estos  corruptos, si Mexico fue un dia de ustedes fue porque creiamos en ustedes, confiabamos en que hacian las cosas bien y nos traicionaron ahora jamas volveran a gobernar inches corruptos.",0,,,
@XochitlGalvez Jamas votaria por ti Botarga Ridicula.,0,,,
"@XochitlGalvez no botarga no te equivoques ,nuestro sueno es que no regrese el PRIAN, Y TU SUENO ES  REGRESARLE LOS PRIVILEGIOS A LOS OLIGARCAS,ASI COMO ASIGNARLE  CONTRATOS MILLONARIOS A TUS EMPRESAS. PERO NO REGRESARAN JAMAS Y MENOS CONTIGO.",0,,,
"@caali65 @XochitlGalvez Tontamente aceptas que es un devastacion y una devastacion jamas sera en favor de ningun pueblo, de ninguna persona.",0,,,
@XochitlGalvez Pues siga sonando porque JAMAS votarias por usted por INEPTA. Nos llevaria a la ruina. https://t.co/v4sbinrd1c,0,,,
@XochitlGalvez Chochitl estas retrasada mental o te haces bien pentonta ..ahi esta lo jamas hicieron tu narcopan y el PRI aunque odies la Pension para mayores un Tren Maya un Tren a Toluca AIFA Tulum Tren Maya Tren Transismico Dos Bocas otra en Texas recuperacion parcial CFE sin pension ratera,0,,,
"@jjVillegasS @ryo_hermoso @cabobarba @XochitlGalvez @BeatrizParedes Chaquetero si, pero chairo jamas, me ocupa que la persona que encabece la alianza opositora sea una persona con las capacidades para reconstruir el desmadre que dejara @lopezobrador_ y la senora Xochitl no es opcion",0,,,
@XochitlGalvez Cosa que jamas le preocupo a @AccionNacional cuando goberno dos sexenios ... No sea miserable y burlona !,0,,,
@XochitlGalvez Y muchos sonamos que que jamas regrese el PAN.,0,,,
@AngelNa03851722 @XochitlGalvez TE GARANTIZO QUE XOCHITL JAMAS SERA PRESIDENTA.,0,,,
"@caali65 @XochitlGalvez Oh que la cancion que la botarga no tiene cola que le pisen, es mas sus empresas las construyo vendiendo gelatinas y vendiendo el fundillo, pero que jamas fue dinero del erario.",0,,,
"@XochitlGalvez Cuanto te has preocupado por la naturaleza ridicula, jamas en la vida sino te interesa el pais cuanto mas unos arboles! Pobre!!!..",0,,,
"@XochitlGalvez De senadora ni el pueblo la eligio, ocupa un lugar que no quiere soltar por fuero y por ambicion, jamas sera presidenta por que ya los conocemos lo  ratas que son # niunvotomasalprian",0,,,
"@XochitlGalvez De senadora ni el pueblo la eligio, ocupa un lugar que no quiere soltar por fuero y por ambicion, jamas sera presidenta por que ya los conocemos lo  ratas que son # niunvotomasalprian",0,,,
@SantiagoCreelM @XochitlGalvez  nunca jamas seras presidente  no te queda mas que obedecer a tus patrones  https://t.co/TSG8R4Ftcg,0,,,
"@XochitlGalvez @SantiagoCreelM Y luego? Segun tu? Ya viste que El Presidente vio al sureste, donde tu indigena y supuesta vision jamas se vio.",0,,,
"@XochitlGalvez @SelvameMX Lo peor de todo y como politico del PAN y en campana ahora si hasta alla fue para su video, pero en su momento solo critico la construccion jamas vi que fuera en persona a ver todos estos tipos de ""irregularidades"" no mas simulacion sea seria.",0,,,
@lopezdoriga @XochitlGalvez Mientras la botarga vendia gelatinas. Para tragar. Su hermana es una delincuente secuestradora. Para empezar. Plan C en marcha para q lacras como estas jamas tengan un cargo publico.,0,,,
 Pues mi sueno es de que te castigen cerda por  y lo buelbo a decir jamas sera presidenta jamas eres una bulgar alcolica con tu tronpa de sapo que sale puro estiercol y estas p3nd3ja eres una rata  pudrete junto con tu familia cerda marrana puerca apestas gonorea,0,,,
"@AngMariscal4T @Claudiashein @XochitlGalvez Obviamente Claudia es Dra,con mucha educacion, jamas se vestiria d botarga ni se expresa vulgarmente, x q refleja su forma d pensar en su conducta",0,,,
@aracelibs @XochitlGalvez Jajajajja el peor??? Se les olvida que las elecciones se ganan con votos y ustedes jamas van a conseguir el numero de votos para ganar. Solo se quejan y faltan el respeto de la gente por su preferencia politica en lugar de convencer con propuestas nuevas,0,,,
"@XochitlGalvez Eres muy ignorante, no ligas 2 palabras sin tropesarte, Jamas votaria por El PRIAN",0,,,
"@MarkoCortes @SantiagoCreelM @AccionNacional @XochitlGalvez JAMAS REGRESARAN  ahora resulta q le tiene amor a Mexico si lo saquearon, robaron y devastaron fueron uds prianistas no se les  olvide, los mexicanos no OLVIDAMOS",0,,,
"@ryo_hermoso @XochitlGalvez @BeatrizParedes Ninguna  ni para donde hacerse, lo mejor es huir, y jamas regresar a Mexico  dejar que se hunda como el Titanic, ya no tiene remedio esto, la politica ya es puro populacho y chusma",0,,,
"@lissa_sanchez @FoqueTere @MarkoCortes @SantiagoCreelM @AccionNacional @XochitlGalvez @Claudiashein Contratos firmados (CORRUPCION PRIANISTA) por el IMSS , cuando @EPN estuvo en el poder!  Lo mejor que le ha pasado a Mexico. Fue sacar al  PAN, PRI  del poder. Ojala no regresen jamas!!!",0,,,
@Anruh3 @XochitlGalvez JAMAS dijo eso. Pero seguramente tu fuente son las mananeras del psicopata.,0,,,
"@XochitlGalvez Mientras mas mi3rda le tires al presidente, PEOR quedas tu. Yo NO quiero en mi pais a una mujer tan llena de rabia como tu. Y al final JAMAS seras presidenta! https://t.co/nlhINJU4JS",0,,,
"@XochitlGalvez ?Porque no vienes a ver LA BARDA que hizo el narco alcoholico de tu exjefe borolas? Esa barda fue una BURLA A CARCAJADAS de los guanajuatenses que sonaban con trabajar en esa refineria QUE JAMAS EXISTIO. De esa calana ERES TU. Te valen MADR3 el pueblo, MITOMANA.",0,,,
@revistapolemon @lopezobrador_ @XochitlGalvez Como les gusta hacerla de pedo.   Jamas menosprecio.  Dijo una verdad. Hablo de costumbres ya cultura.  Pinches mitoteros. Y les hablo a su nivel arrastrados.   No entienden.,0,,,
"@ElAmaDeCasa1 @Claudiashein @lopezobrador_ @XochitlGalvez QUE LIBERTAD TIENE LA BOTARGA DE XOCHILT GELATINAS SI LA CONTROLA EL CLAUDIO X, SOLO LA UTILIZAN PARA VOLVER A TENER SUS PRIVILEGIOS, EL VERDADERO PUEBLO JAMAS LE DARA EL VOTO A LOS PRIANISTAS CONSERVADORES NEOLIBERALES FASCISTAS VIVIDORES DEL PUEBLO",0,,,
@XochitlGalvez Ni en tus suenos mas humedos @XochitlGalvez al rato se baja la otra precandidata igual que el @SantiagoCreelM y dice lo mismo es una farsa que jamas les va a funcionar bola de corruptos y rateros,0,,,
"@XochitlGalvez Que pen... es esta senora,  jamas jamas ganara",0,,,
"@SantiagoCreelM El PAN, se arruino, primero por cederle el control a ClaudioX, sin ninguna experiencia politica, ni de los asuntos de gobierno, y jamas gano un cargo de eleccion popular, y segundo haber escogido a una corrupta como @XochitlGalvez de candidata.",0,,,
"@revistapolemon @SantiagoCreelM @XochitlGalvez , el detalle es q#Xochitl NO esta en posicion de ofrecerle nada a #CatalinoCreel ya q #Xochitl JAMAS sera presidente. O sea q #CatalinoCreel acaba d hacer el peor negocio de toda su vida.",0,,,
"@RasconLirat @erizo2012 @Miguel_Vale83 @XochitlGalvez La envidia no es buena oiga. Usted es la epitome de un chairo promedio. Resentida, envidiosa, incapaz de hacer algo por si sola. Por eso jamas se identificara con Xochitl. Una mujer trabajadora y si con Lopez, un huevon resentido. Usted es una verguenza para sus hijos.",0,,,
"@XochitlGalvez A ti lo que menos te interesa es la naturaleza, jamas abriste el hocico cuando devastaron la selva para poner hoteles, asi que ya callese senora,  Mexico y  los Mexicanos no te quieren, fuera lacra ",0,,,
"@pedroferriz3 @XochitlGalvez @Claudiashein Que asco de persona, jamas crei que fueras asi, ricos, pobres, campesinos, indigenas, ciudadanos etc...todos son mexicanos y todos tienen el mismo derecho de ser incluidos y derecho y obligacion nuestra es votar por quien se nos de la gana, criticas y no aportas, que decepcion!!!",0,,,
"@DryKnowledge @AERODITA @XochitlGalvez Jamas ha sido legal jubilarse de 3 empleos distintos. Que fuese una ""practica comun"" no lo hace legal. La corrupcion es una practica comun y jubilarse de tres empleos es eso, corrupcion.",0,,,
"@XochitlGalvez Que ridicula ahora resulta, algo que se logro por el bien de Mexico te parece devastador?? Algo que ustedes jamas hubieran hecho ni lo haran, todas las obras que dejaron inconclusas?? Que bueno que no vas a ganar ",0,,,
"@XochitlGalvez Jamas vi que dijera algo por el rio Sonora, jamas he visto que haya dicho algo por alguna carretera en algun otro estado, jamas he visto que siquiera le hecho una flor a los Mineros de pasta de Conchos, es usted una hipocrita...y se viste de la V.",0,,,
@XochitlGalvez Jamas votaria por una Ingeniera pendeja en matematicas,0,,,
"@XochitlGalvez @SantiagoCreelM Ya renunciaste a tu cargo? Quien paga tu campana? Aunque la mona se vestida de indigena,,,,, jamas ha ayudado en nada. Bueno solo usar Botargas,",0,,,
"@kenialopezr @SantiagoCreelM @XochitlGalvez Hay porfavor ustedes jamas construiran nada, si no lo hicieron gobiernos pasados menos si ustedes llegaran a ganar, pues lo que les urge es llenarse las bolsas de dinero,ya no saben como jalar recursos, hasta les vale estar con el narco, y mira como los han exibido",0,,,
"@SelvameMX @XochitlGalvez @TrenMayaMX Los demas se hacen pendejos, le lamen las patas a Lopez Obrador, jamas lo van a denunciar, ni siquiera a contradecir.",0,,,
"@XochitlGalvez  por q no hablas de esto? Tu, una payasa con aires de grandeza, jamas, lee muy bien, jamaasss seras Presidenta de este pais, representas lo q los mexicanos odiamos, eres la corrupcion en botarga #ClaudiaArrasa  #ClaudiaSheinbaumPresidenta",0,,,
"@XochitlGalvez Jamas realizaras un tren maya, es simple nunca seras presidente del pueblo. Con copia al @PelonGomis @ClaudioXGG @MariettoPonce  acefalosssss",0,,,
"@pedroferriz3 @XochitlGalvez @Claudiashein No, hay trabajo territorial, lo que el PAN jamas ha hacho. son unos huevones ... hasta el PRI trabaja mejor sin duda...",0,,,
@ryo_hermoso @XochitlGalvez Nooooo jamas!!!,0,,,
@Milenio @XochitlGalvez Ni m jamas contaran con votos todos somos morena,0,,,
@SoyMujer_4T @XochitlGalvez @BeatrizParedes Estas albondigas lo que son son las virreinas de la mentira del mundo  de nunca jamas,0,,,
"@lopezdoriga @SantiagoCreelM @XochitlGalvez Jajaja si de 3 no hacian uno, con dos valen para 2 cosas, para pura vrg y para mas vrg, por mas que chayoteas no avanzan, lastima extorsionador @lopezdoriga , mas anos sin chayote y jamas lo volveras a ver, asi que dile a la p.ta de tu extorsionadora esposa, que se acostumbre",0,,,
@MarkoCortes @SantiagoCreelM @AccionNacional @XochitlGalvez Les recuerdo que al igual que perdieron el Edo de Mexico..perderan el 24.  90 millones apoyamos a MORENA y LAS RATAS CORRUPTAS DEL PASADO JAMAS REGRESARAN,0,,,
"@ryo_hermoso @XochitlGalvez Jamas en la vida, si ella es su candidata seguro que tienen perdida las elecciones. Aun tienen tiempo de escoger a alguien competitivo.",0,,,
@XochitlGalvez Esta botarga corrupta ..ya se desinflo ademas 90 millones apoyamos a MORENA y a #AMLOLujoDePresidente y las ratas corruptas del pasado jamas regresaran,0,,,
@XochitlGalvez @SantiagoCreelM Pinches ladrones. JAMAS VOVERAN!,0,,,
"@XochitlGalvez Asi quieres que vote por ti, jamas, eres una enemiga de los pobres. Lo que Mexico necesita son obras que beneficien a todos y es falso que no se este cuidando el aspecto ambiental, lo que pretendes es que no se haga nada para no hacer ver mal a los delincuentes de Fox y Calderon.",0,,,
"@XochitlGalvez PORQ NO FUISTE A CALICA Y CENTRO RECREATIVO XEL- HA ,Q JAMAS ANDUVISTE DE PREGONERA AMBIENTALISTA, OPORTUNISTA, MARRULLERA , MITIMANA",0,,,
@SantiagoCreelM @XochitlGalvez El pluri  que jamas a ganado nada eres un asco  jajajaja,0,,,
"@XochitlGalvez @SantiagoCreelM Jamas votaria por ti, eres una TITERE",0,,,
"@pedroferriz3 @XochitlGalvez No entiendes que No entiendes, interpretas y ofendes, eso es muy bajo, incluso para alguien como tu, que ya es mucho decir, o sumas o restas, pero no es jamas lo que tu quieres, y dentro de todo, Xochitl me parece la mejor opcion el dia de hoy.",1,,,
"Como creen que @XochitlGalvez  pueda ganar, si jamas ha GOBERNADO un Estado, de PLURI no ha salido y cuando estuvo de delegada se hizo millonaria por mas de 1500MDP  azi no anlo",0,,,
"@SantiagoCreelM @XochitlGalvez Bla bla bla bla jajajajaaj par de  corruptos, entre gitanos no se leen las manos, jamas volveran a hacerle dano a este pais.",0,,,
"@pedroferriz3 @XochitlGalvez Xochitl no cordina bien, esto ya le paso con retirar las pensiones y regresarlas por temporada, jamas le va a caer el veinte lo de su candidatura, y asi va a estar en campana, solo chequen las incoherencias, ahora imaginenla presidenta, no MMS mejor no, saludos carnales",0,,,
@MarkoCortes @SantiagoCreelM @AccionNacional @XochitlGalvez Siempre princesa jamas reina =(,0,,,
"@azucenau @XochitlGalvez  Xochitl con todo el respeto que te mereces, ambos sabemos que el PRIAN jamas volvera al poder porque insistes en un guerra ya esta perdida? No luchen, #Mexico ya desperto!  #Jamas volveran a vernos la cara #VivaMexico",0,,,
"@XovenesXingones @XochitlGalvez Si el Pan jamas a apoyado a estos grupos , como una Cenadora del PAN tiene anos en ese partido , solo se pone una mascara mas.",0,,,
@XochitlGalvez @MarkoCortes @AccionNacional Los 40 millones de gente que estamos con AMLO jamas te apoyaremos Botarga.,0,,,
"@XochitlGalvez Mejor vete a banar y a hacer algo q valga la pena, no seras presidente jamas",0,,,
"me da verguenza estos politicos como Xochitl, Mexico Despierta y jamas apoyes esta campana mediatica que es mas que obvio que no es autentico, es una mentira en toda forma, por que la idea no es ganar, es obtener la mayor cantidad de votos para bloquear toda propuesta que salga para beneficio de los mas pobres",0,,,
"Ay no, mi voto era para usted o para @PartidoMorenaMx, pero para @XochitlGalvez jamas ",0,,,
@XochitlGalvez Con esa forma de pensar y detener el desarrollo del pais jamas votaria por ti .....Penca !,0,,,
"@Anonimusdurango @VampiFronterizo @XochitlGalvez @SantiagoCreelM @BeatrizParedes Nooooo, jamas trabajaria con izquierdistas",0,,,
@arqjauregui @XochitlGalvez Esa botarga jamas sera presidenta,0,,,
"@XochitlGalvez Callese el ocico y pongase ha hacer algo bueno , su partido o los q representa jamas hicieron nada y usted no sera la excepcion , solo busca joder , sabe cuantos hospitales dejaron a medias , escuelas , obras mal hechas , rasquele a los suyos y vera lo q se encuentra",0,,,
"@lopezdoriga @SantiagoCreelM @XochitlGalvez Este pendejo jamas a ganado un puesto por votacion, sabe que es un vividor e inutil",0,,,
"@XochitlGalvez Jamas en la historia alguien habia reunido tanta gente, la 4t esta temblando de miedo!",1,,,
