Tweet,Clasificacion
"Lo peor de Morena, PatanAugusto, Claudia Sheinbaum, Cuitlahuac. Salgado Maspedonio, Gatell, Ebrard, son;+Corrruptisimos.
+Saqueadores del dinero publico.
+Sin vocacion de servirnos 
+Autocraticos
+Piensan como en 1970. 
+Enemigos de USA que viven 23 millones de Mexs.",0
@Claudiashein En el estado de Tlaxcala como en el resto del pais todos y todas estamos listos para que #ClaudiaSheinbaum sea la Coordinadora Nacional de Comites en Defensa de la Cuarta Transformacion,1
@ShelzyMx Que asco   me da todo esto!! #Morena #Amlo #PatanAgusto #ClaudiaSheinbaum #MarioDelgado #AmloCinicoYCorrupto #JesusRamirez #JenaroVillamil #AlfonsoDurazo,0
"Este sabado 26 de agosto, en el Monumento a la Revolucion, celebremos en el lugar donde todo comenzo.Claudia Sheinbaum, en el cierre de su recorrido por todo el pais.
No zigzaguear, no irse al centro, no desdibujarse. Desde abajo y con la izquierda.
#DeFiestaConClaudia
RT https://t.co/bztQa08EgE",1
"#ClaudiaSheinbaum, por su trayectoria y su trabajo bien hecho
Labotarga no sabe sumar  y asi presume de ingenera",1
Claudia Sheinbaum coordinadora nacional de la 4T,1
Toda la elite empresarial ya cerro filas con Claudia Sheinbaum. Saben que su triunfo es inevitable.,1
"La capacidad de Claudia Sheinbaum para los mexicanos resulta evidente, y su trabajo al lado de AMLO, no es de este sexenio viene de antes y su gobierno en cdmx con obras, que no le toco entregar por las campanas son un gran respaldo para 2024, yo con #CS24
https://t.co/Z6T12GTiyw",1
 El Metro de la #CDMX se cae a pedazos y NADIE se hace responsable. Florencia Serrania y ahora Claudia Sheinbaum se lavan las manos. #MetroCDMX #transporte #Linea9 #Linea12 #Pantitlan https://t.co/CbqdE3DeA9,0
"Sin dudarlo los estados del noreste nos reunimos en la Expo Guadalupe, N.L para acompanar a @Claudia Sheinbaum Pardo en el cierre de su gira 
#EsClaudia #JovenEsClaudia #cuartatransformacion #4T #corcholatas #ClaudiaSheinbaum #nuevoleon https://t.co/dAwKLvMmTE",1
"Ante las acusaciones de acarreo en sus Asambleas Informativas, Claudia Sheinbaum (@Claudiashein) rechazo hacer esta practica e indico que de hacerlo seria contraproducente. https://t.co/1pPco7q46x",0
"#Pais | Simpatizantes de Jalisco dan la bienvenida a Claudia Sheinbaum entre mariachi y porras
https://t.co/OXzYTFW69Q",1
n Claudia Sheinbaum perdio parque no trabajo la CD de Mexico.Ella misma lo acepto.Asi va a gobernar con esa falta de compromiso? @AlfredoJalife Por esa falta de compromiso.Por eso mete a los azulosos a su equipo.Fata total de conciencia. https://t.co/Wuxi9tIJSn,0
"Es una mentirosa, igual que su patron #Linea9 #ClaudiaSheinbaum 
https://t.co/377eN29yvX",0
"  Este Sabado nos vemos en el Monumento a la Revolucion a las 10:00 AM, para acompanar a nuestra hermana la Dra. Claudia Sheinbaum, vamos a continuar y profundizar el cambio !Por nosotras, por las que vienen, por las que ya no estan!  https://t.co/DPNXDCUXmd",1
"Mil disculpas ayer no pude felicitar a Claudia sheinbaum la #LadyFentanilo  , pero nunca es tarde  felicidades  https://t.co/FylPxekhvm",1
"#EsClaudia la mujer honesta y transparente que #Mexico necesita.
#ClaudiaPresidenta 
#ClaudiaSheinbaum",1
"Tras la visita de @Claudiashein a #Jalisco, @AntonioPerezMEX resalto su liderazgo y compromiso con las y los jaliscienses.  

Cuando el liderazgo se encuentra con la pasion por la comunidad, suceden cosas extraordinarias.  

#Liderazgo #ClaudiaSheinbaum #Jalisco https://t.co/HqjGWsFDoy",1
"AntonioAttolini @Claudiashein Cinicazos. Nadie esconde la mano mas que tu jefa. 

Claudia Sheinbaum es una tramposa @CitlaHM
@mario_delgado
@AlfonsoDurazo 

#ALasPruebasMeRemito https://t.co/c9btAvYWeF",0
"#ClaudiaSheinbaum da la cara siempre y desmiente algo que por si solo se nota que fue un invento de los de la oposicion. #EsClaudia la que si ve por el pueblo. 
#ClaudiaPresidenta",1
"@AngMariscal4T @Claudiashein @XochitlGalvez Claudia Sheinbaum y Xochitl estudiaron en la Facultad de Ingenieria de la UNAM,Claudia tiene maestria y 2 doctorados en energias renovables y contaminacion y Xochitl una licenciatura en computacion, Claudia fue alcaldesa y Jefa de Gobierno y Xochitl alcaldesa y senadora de dedazo",1
"Yo contigo #ClaudiaSheinbaum !!
Deja que ese mentiroso de 5a siga hablando, todos sabemos que eres una mujer integra y honesta.
#EsClaudia
#ClaudiaPresidenta",1
"Claudia Sheinbaum es mas politica que Ricardo Monreal. 
Ella le gano la interna en 2018 ?no?
 Ella solita ha podido con los hombres con los que ha competido. 

""Es de que Lopez  la pondra a ella por dedazo"". Nada mas falso.
Hombres negandose a ver la realidad.",1
"Los comentarios baratos y de mal gusto no van afectar a alguien fuerte y de principios. #EsClaudia la mujer que me representa. 
#ClaudiaSheinbaum 
#ClaudiaPresidenta",1
Asquerosa #ClaudiaSheinbaum #ClaudiaSheinPAN,0
"Sheinbaum volvio a negar que haya ""guerra sucia"" y acarreo de personas en sus asambleas informativas, bajo el argumento de que ""seria contraproducente"" para ella y los resultados de la encuesta.
https://t.co/A41RGKL7JX",0
"?Que hizo Claudia Sheinbaum con las 60,000 dosis de fentanilo que compro cuando era jefa de gobierno, eso si podra responderlo?",0
@juanrubiog @Claudiashein Mi voto sera para ti Claudia sheinbaum la mejor,1
"La mayoria de pleitos se redirige a un favoritismos o complacencia del gobierno y eso solo genera mayor controversia, claramente vemos el ejemplo con Claudia Sheinbaum",0
"Saben si la #Feminista de #ClaudiaSheinbaum va a mandar a la #FiscaliaCDMX y a la marina a detener a la Godoy por su incompetencia en otro caso de impunidad e incompetencia en la #CDMX?
https://t.co/AghN7I9sNv",0
"Los de la oposicion tratando de desprestigiar a una mujer integra y transparente, cuando van a entender que con #ClaudiaSheinbaum eso no va!! 
#EsClaudia la que no permite corrupcion!!
#ClaudiaPresidenta",1
"En serio quieres a Claudia Sheinbaum en la presidencia y como su brazo armado a Omar Garcia Harfuch  en el 24?
El es nieto de quien llevo a cabo la matanza de tlaltelolco en el 68, es hijo de Javier Garcia Paniagua, quien fue titular de la temida Direccion Federal de Seguridad, de 1976 a 1978, y quien ocupo en dos periodos con Carlos Salinas de Gortari, la entonces Secretaria de Proteccion y Vialidad del extinto Distrito Federal.
Ademas Omar era el delegado de la  (PGR) en Guerrero cuando desaparecieron los 43 normalistas de Ayotzinapa. Tambien fue subordinado de Genaro Garcia Luna.",0
"#EsClaudia la mujer que no le teme a ser transparente!! Por favor, ese #Loret ya no sabe que inventar y asi se dice ""periodista"". 
La #4taTransformacion va a continuar!!
#ClaudiaSheinbaum 
#ClaudiaPresidenta",1
"Seguimos en las calles platicando con la gente, para que ningun joven de todo el pais se quede sin participar en esta revolucion de las conciencias.

Sabemos que Claudia Sheinbaum es la mas comprometida con el proyecto de transformacion. !Muy pronto tendremos coordinadora! https://t.co/TK9mgQKuvG",1
"!La Jefa arrasando, Mexico emocionado!

Nuestra increible Claudia Sheinbaum  encabeza con un impresionante 41% en la nueva encuesta Algoritmo Digital , dejando atras al competidor mas cercano por 16 puntos.  https://t.co/Ep9kG2GD3M",1
"""Que conteste el director del Metro, yo ya no soy jefa de Gobierno"", dijo Claudia Sheinbaum cuando fue cuestionada por los trabajos de reparacion de la Linea 9 del Metro en la cual se ha registrado un alto indice de fallas. #LadyFentanilo #MetroCDMX | https://t.co/IfM4MQCGAW",0
"#ClaudiaSheinbaum es transparente y todo esta declarado. Los de la oposicion ya no saben que decir para desprestigiar a la gente honesta. 
Por eso, #EsClaudia la que tiene que estar al frente de #Mexico
#ClaudiaPresidenta",1
@Claudiashein Es un orgullo tenerte una gran mujer al frente mi apoyo ara usted Claudia sheinbaum,1
"#ClaudiaSheinbaum ha dejado mas que claro que todo lo que se hizo durante su mandato fue de forma honesta y transparente, no tiene nada aquel ocultar.
#EsClaudia
#ClaudiaPresidenta",1
@Claudiashein #JUCOVID PRESENTE  siempre apoyando a Claudia Sheinbaum,1
@coMENTADAS_ @Claudiashein Y tambien contaran a los trabajadores de limpia y transporte porque tambien los estan obligando a poner cuentas de Twitter y Facebook a favor de claudia sheinbaum,0
@AntiTelevisaMx Claudia Sheinbaum por supuesto,1
"@markaam13 @XochitlGalvez @SidneyHaag @vampipe No hay dinero para reparaciones del metro en CMX, pero si para pagar guarros para un miembro de la elite de paleros de morena, y protegido de la #ClaudiaSheinbaum",0
"Claudia Sheinbaum en el Monumento a la Revolucion en un acto de fiesta y celebracion este proximo sabado 10:30 hrs. 
!CDMX con Claudia!
!Todos con @Claudiashein!
#ClaudiaEsLaRespuesta 
#DeFiestaConClaudia https://t.co/zvRxNTfcWn",1
@Claudiashein Apoyo total a la doctora #ClaudiaSheinbaum,1
"para estar en el poder a que convencer A mi no me convence! A ustedes si los convencen?
Es una respuesta confusa que da el Gobierno Capital de La Republica Mexicana en el tema de la compra de Fentanilo por parte de la Dr.Claudia Sheinbaum Pardo.

https://t.co/3J8eEIpkQz",0
"  El Palero del Palero,Paleros de Claudia Sheinbaum",0
"@CarlosAugustoMX @Claudiashein ES LA GUERRA SUCIA DE MANCHAR A QUIEN VA AVANZANDO Y VA LLEGAR A LA PRESIDENCIA,  PORQUE DE OTRA MANERA NO PODRIAN HACERLO, NO TIENEN LA PREPARACION DE LA SRA. CLAUDIA SHEINBAUM",0
"#Nacional |  Sheinbaum confia en victoria en encuesta para candidatura presidencial de Morena

Claudia Sheinbaum reafirmo hoy su confianza en su victoria en la encuesta que realizara la agrupacion la proxima semana

https://t.co/znc3Sdy1A8",1
Asi quedan por usar esta drogas #LadyFentanilo y aparte  nalgas planas. #ClaudiaSheinbaum... Vieja corrupta https://t.co/T6Yw4J1nQe,0
"@m_ebrard A ver Marcelo,ponte abusado ya que estan obligando a los trabajadores de la CDMX a asistir al evento de cierre de campana de Claudia Sheinbaum este sabado en el Monumento a la Revolucion desde las 10 am,tambien a los comerciantes. Eso es acarreo bajo amenaza. Haras algo?",0
"Dice dona Conchil que sus eventos no estan vacios, que siempre la agarran antes de empezar el evento. Calladon de boca le da Claudia Sheinbaum sin haber llegado aun a su evento en Guadalajara #ClaudiaFest https://t.co/4M4TDwV3gI",0
"@AXZO03 Que bueno que Claudia Sheinbaum ya no es jefa de gobierno; asi, ya no le podran echar la culpa! ",0
@AntiTelevisaMx Claudia Sheinbaum es la respuesta,1
"Claudia Sheinbaum es, de hecho, la candidata del sistema -mas alla de la politica institucional",1
"@marthadelgado @m_ebrard @lajornadaonline !Hey el del Sindicato del METRO ese que atacaba a la Dra. y que misteriosamente habian accidentes y ""errores humanos"" con los cuales golpeteaban a Claudia Sheinbaum! Ya ni disimulan...",0
"Claudia Sheinbaum: vamos arriba en encuestas porque hay honestidad y continuidad.

https://t.co/CpDYOIGijG",1
"SE APROXIMA UNA SERIE DE QUEJAS CONTRA CLAUDIA EN EL TEPJF?

Se estudian si en las proximas semanas Claudia Sheinbaum podria ser denunciada ante el Tribunal Electoral del Poder Judicial de la Federacion. ?Hay motivos?

Ve el video completo aqui: https://t.co/EcCBIPgooF https://t.co/zeOqerbz4Z",0
Claudia Sheinbaum rechazo las  acusaciones de acarreados y guerra sucia en sus asambleas informativas. Afirmo que ha luchado contra estas practicas y que serian contraproducentes para las encuestas internas de Morena.,0
"@Claudiashein Con la Dra. Claudia, hasta el final.  #ClaudiaSheinbaum, proxima Coordinadora de los Comites en Defensa de la 4T.  #EsTiempoDeMujeres ",1
"!Ya ven, dice Claudia Sheinbaum que a sus eventos la gente va por voluntad propia! No hay acarreo del bienestar. https://t.co/ThIaRjZxMV a traves de @YouTube",1
"@Claudiashein Mi apoyo total a la Dra Claudia Sheinbaum, toda mi confianza en ella, Loret esta pagado para hacer guerra sucia, ya sabemos de que calana es",1
"Para la morenista Claudia Sheinbaum no existe el pasado, pues aunque los incidentes del metro se dispararon durante su administracion hoy solo le interesa su campana.

#MetroCDMX #Mexico #Corrupcion #Morena #Sheinbaum https://t.co/ETyaVjhqWP",0
"@Claudiashein #ClaudiaSheinbaum #ClaudiaEsLaRespuesta #ClaudiaArrasa  #TiempoDeMujeres Tiene todo mi apoyo, admiracion y sobre todo lealtad.!! #ClaudiaPresidenta #4t",1
"Alguien sabe, si Epigmenio Ibarra ya prepara una narcoserie de Claudia Sheinbaum??

El guion ya lo tiene......La reina del fentanilo!

#LadyFentanilo https://t.co/lQyS6udeSz",0
"Tras las acusaciones de uso de recursos publicos y acarreo a sus asambleas, Claudia Sheinbaum nuevamente lo nego y aseguro que si alguien recurrio a dichas practicas para favorecerla es condenable
 #RegistrateGratis https://t.co/lLZ3KdlJAf",0
"!A solo 4 dias de concluir el proceso interno! Sin duda alguna, estamos convencidos y convencidas de que Claudia Sheinbaum @Claudiashein es quien debe encabezar la defensa de nuestro movimiento. #ESCLAUDIA !VAMOS A GANAR! https://t.co/37s6YpapOt",1
"SHEINBAUM NIEGA ACARREO O GUERRA SUCIA COO ACUSO Marcelo Ebrard /""Seria hasta contraproducente"", refirio la exjefa de gobierno y aspirante a la candidatura por Morena, Claudia Sheinbaum. Esto luego de los senalamientos del excanciller.

#Nacional #MorenaVa #ClaudiaSheinbaum https://t.co/6wYrhd9gf7",0
"El fraude esta en marcha No hubo ley que frenara a Lopez Obrador, ni a gobernadores, ni a Claudia Sheinbaum para APLASTAR a Marcelo Ebrard, MENOS LA HABRA PARA DETENER EL ATROPELLO CONTRA XOCHITL GALVEZ EL ROBO DE LA ELECCION FEDERAL YA ESTA EN MARCHA",0
@Claudiashein Estamos con Usted Dra.Claudia Sheinbaum ,1
Asi las tramposa de CLAUDIA SHEINBAUM,0
"nada nuevo No trae nada Es su ultimo recurso a costa del erario ciudadano Toda su vida ha sido asi Es muy tramposa y de punaladas traperas.      ""Sheinbaum paga 400 mil por hora para posicionarse en Tw "" ",0
"@Claudiashein Nuestra Coordinadora sera la Dra. Claudia Sheinbaum Pardo , somos muchos mas los que la apoyamos , ya nadie la detendra #EsClaudiaSheinbaumPresidenta",1
" sigue subiendo como la espuma, pues ha demostrado tener mas capacidad de Claudia Sheinbaum y Ernestina Godoy juntas, hasta ANLO dijo que el es el bueno y tiene razon, TABOADA es el bueno.
#TaboadaNosUne https://t.co/ZI5NffZSZF",1
"@JJDiazMachuca @Claudiashein @MauricioCollado Aunque les arda en lo mas profundo, Claudia Sheinbaum va a ser la proxima presidenta de Mexico. Con todo y sus Fake News. https://t.co/2RQBZAwkbH",1
"Desde que se hizo un desvio de recursos para ayudar en una fuga en carros del gobierno mexicanos a reos de una prision.
Se le aviso al Presidente Amlo que Claudia Sheinbaum era lider del Crimen organizado.
https://t.co/3ggsrjv03B
Amlo es complice del Crimen Organizado!",0
"Aun no he decidido mi voto por Claudia Sheinbaum, pero si queda ella vamos a ir con todo por ella !!",0
"Comparte esta foto con tus familiares, vecinos y amigos para que todas y todos sigamos apoyando a la Dra. Claudia Sheinbaum y que en la encuesta quede mas que claro que !#EsClaudia!    #SonoraEsClaudia",1
"Mientras la oposicion pierde el tiempo atacandola, claudia sheinbaum se reune con el consejo del sector empresarial. https://t.co/htS8QRoyLl",1
Claudia Sheinbaum encabezo una Asamblea Informativa Regional en Nuevo Leon - https://t.co/ChrZrY61tR https://t.co/LDvjqMXESu,1
" Como siempre Loret de Mola miente , esta ves cuanto le habran dado $$$ .
Todo el apoyo a la Dra. Claudia Sheinbaum. #EsClaudia
#ClaudiaSheinbaumPresidenta",1
Cada dia le salen mas desvio de recursos a Claudia Sheinbaum alias #LadyFentanilo https://t.co/VyUcfoA9BB,0
"Nada nuevo No trae nada Es su ultimo recurso a costa del erario ciudadano Toda su vida ha sido asi Es muy tramposa y de punaladas traperas.  ""Sheinbaum paga 400 mil por hora para posicionarse en Tw "" https://t.co/n2w6gIC92w",0
@Milenio @m_ebrard Bien tramposa Claudia Sheinbaum alias #LadyFentanilo https://t.co/izObVcmgis,0
"Importante el mensaje de la Dra. Claudia Sheinbaum, hoy debemos estar mas unidas y unidos para seguir transformando a Mexico.",1
"Saludos desde mi casa, su casa. Estoy convencida de la unidad de nuestro movimiento para continuar, fortalecer y avanzar en la transformacion. https://t.co/TLC2WNP5Mq",1
" En Baja California estamos con la Doctora Claudia Sheinbaum Pardo,por que estamos convencidos que solo ella representa la continuidad de la cuarta transformacion 
#AquiEstamos",1
"Ojala que Claudia Sheinbaum alias #LadyFentanilo sea la candidata de MORENA para el 2024, asi sera mucho mas facil que ella, AMLO y todos los corruptos de MORENA, sean detenidos y sentenciados por todos sus crimenes! https://t.co/D7EcdPWKy6",0
"  Explican exactamente lo que la campana de #ClaudiaSheinbaum representa, un titere de #AMLO sin ideas ni argumentos propios, que solo repite lo que le ordenan, mientras gasta millones en su asquerosa campana.
#MorenaCuevaDeDelincuentes https://t.co/rHNX5BuB3q",0
@GobiernoMX @lopezobrador_ Tambien van a explicar la compra ilegal de fentanilo de parte de Claudia Sheinbaum al mega corrupto Carlos Lomeli?,0
QUEEEE FREGON;RECIBIMIENTO MI QUERIDA DRA CLAUDIA SHEINBAUM;ES USTED LA ESPERANZA QUE SIGA;ESTE BELLO MOVIMIENTO;GARANTIZA LA CONTINUIDAD#ESCLAUDIA # PRESIDENTA;CON TODO MI AMOR Y CONVICCION YO INFORMO;LO MEJOR PARA EL PAIS #ESCLAUDIA https://t.co/T0geu3zNh9,1
@JJDiazMachuca @Claudiashein @CarlosLoret @GobCDMX Y esta clase de mentiras es la que inventa la oposcion al ver que Claudia Sheinbaum esta arrasando en las encuestas. https://t.co/9SbJOsi3s4,1
"Como conocen la popularidad de #ClaudiaSheinbaum, ya no saben como desprestigiarla. No caeremos en su juego, Vamos con @Claudiashein para el 2024 
 #LadyFentanilo",1
"#ClaudiaSheinbaum  sin duda la mejor  
https://t.co/w93S0UZHh8",1
"Saludos desde mi casa, su casa. Estoy convencida de la unidad de nuestro movimiento para continuar, fortalecer y avanzar en la transformacion. https://t.co/TLC2WNP5Mq",1
@mgabrods Todo Mexico esta con Claudia Sheinbaum y ni Lord montajes ni la oposicion y sus mentiras nos convencera de lo contrario. https://t.co/uZiAaDccVj,1
"Las mas de mil mujeres acusaron haber sido excluidas por Claudia Sheinbaum Pardo  
Mira la nota  
https://t.co/sDfviOtP97",0
"Actualmente, 72% dice reconocer el nombre de Claudia Sheinbaum (+5 respecto a nuestra encuesta previa) mientras que 69% ha oido hablar de Marcelo Ebrard (+3).",1
"La ex Jefa de Gobierno, Claudia Sheinbaum permanece en la primera posicion con 33% de apoyo frente a 20% que prefiere a Marcelo Ebrard.",1
@GobiernoMX Porque no dan un estatus de los 300 millones de pesos que Claudia Sheinbaum se robo de los empleados del DF?,1
"@Claudiashein Gracias por alzar la voz a la unidad, al respeto, a la conexion... Sigamos fortaleciendo al pais de la mano de #ClaudiaSheinbaum",1
"@Claudiashein Con altura de miras, la Dra. Claudia Sheinbaum llama a cerrar filas y ponderar la unidad, sin divisiones y teniendo presente que se lucha por ideales, principios, por la transformacion del pueblo
#EsClaudiaLaRespuestaTlaxcala",1
"@TruePatty11 @lopezobrador_ @Claudiashein Claro que es miedo, Claudia Sheinbaum esta arrasando en las encuestas. https://t.co/OEAHrUPfPL",1
"Una caso mas de operadores politicos del gobierno de Lopez Obrador en la UNAM es el de Mireya Imaz Gispert, hermana de Carlos Imaz, expareja de Claudia Sheinbaum, y que tambien estuvo casada con Imanol Ordorika, formo parte del grupo cercano a su excunada  .",0
No tiene madre @Claudiashein #ClaudiaSheinbaum,0
@Claudiashein Yo si creo en Claudia Sheinbaum,1
" Con vision y compromiso, Adan Augusto representa el cambio positivo que queremos ver en Mexico. #politico #politicos #claudiasheinbaum #marceloebrard #sheinbaum #ebrard #adanaugusto #claudiacardinale #memespoliticos #humorpolitico https://t.co/g7PHFEi5aG",1
"O sea el gobierno de Claudia Sheinbaum si le compro fentanilo a una empresa  sancionada por Estados Unidos por nexos con el cartel de Sinaloa, la cual pertenece al futuro candidato morenista a la gubernatura de Jalisco.",0
"@mgabrods Si se compraron medicamentos fue por el bien de la ciudadania, Claudia Sheinbaum ha sido la mejor jefa de gobierno que hemos tenido sin lugar a dudas. https://t.co/IfdIOe41WS",1
"@JJDiazMachuca @Claudiashein @MauricioCollado El miedo no anda en burro, Claudia Sheinbaum esta arrasando en las encuestas y este es el intento desesperado por manchar su nombre. https://t.co/6VZLK5SnyD",1
@donchipotlon Lo dice la oposicion y Loredo montajes que ya no hayan que inventar para tratar que quitarle puntos a Claudia Sheinbaum en las encuestas. Dan pena. https://t.co/ATh09TBwBZ,0
@jenarovillamil @FGRMexico @FelipeCalderon Y a Claudia sheinbaum y Carlos Lomeli por vender fentinilo!! Y Ovalle Segalmex  https://t.co/fYBh9amHls,0
"@Claudiashein mucho exito al movimiento 4T! Avancemos con #ClaudiaSheinbaum 
!la mejor opcion!",1
"@ShebelleMex @LicAlexSanz @torosytoritos54 @Claudiashein @YosStoP @MetroCDMX Porque Claudia Sheinbaum @Claudiashein tiene la obligacion de proteger a su raza, antes que a cualquiera otras personas",1
"@AntiTelevisaMx @MarcoBo14299061 No ma, esta encuesta ofende, parece una muy mala broma, obviamente la Dra claudia sheinbaum le da una paliza a la botarga ",1
" Para el cierre de su gira por el pais, los estados de Zacatecas, Tamaulipas, San Luis y Coahuila nos reunimos en Nuevo Leon  para acompanar a la Dra. Claudia Sheinbaum 

#EsClaudia #JovenEsClaudia #cuartatransformacion #4T #corcholatas #ClaudiaSheinbaum #nuevoleon https://t.co/xRML5XwBKd",1
@JJDiazMachuca @Claudiashein @MauricioCollado Pues aunque les pese Claudia Sheinbaum sera presidenta del pais. Ya nadie cree en las mentiras de Loredo montajes. https://t.co/jPKYaZ5q7s,1
"@JJDiazMachuca Lo del Fentanilo es una mentira de Lora montajes y ya nadie se lo cree, Claudia Sheinbaum sera Presidenta. https://t.co/ZOCIks6ijm",1
@TruePatty11 @lopezobrador_ @Claudiashein Claudia Sheinbaum esta arrasando en las encuestas por eso la oposicion la golpea con mentiras. Todos somos Claudia. https://t.co/z8SS14RjBW,1
"Un exito el cierre de gira de la Dra. Claudia Sheinbaum en Nuevo Leon 

#BuenosDias #EsClaudia #Unidad 
#ClaudiaPresidenta https://t.co/Ly2umY7e42",1
"Claudia Sheinbaum: Se ha estado diciendo que llevo ""acarreados"" a los eventos adonde voy, que hemos hecho ""guerra sucia"", y yo niego que esto sea cierto, ya que seria contraproducente hacerlo. #ULTIMAHORA https://t.co/vPPqTSwsUd",0
"@Claudiashein Su lealtad por el movimiento la hace ser la mas indicada para llevar a la 4T a la unidad ,,todo hidalgo con la doctora Claudia sheinbaum",1
@Claudiashein Sin duda alguna se hara historia como Mujer  con Claudia Sheinbaum  al 100,1
@Claudiashein #ClaudiaSheinbaum la mejor 4T,1
"@Claudiashein Dra. Claudia Sheinbaum, Agradezco este hermoso mensaje, que significa cordialidad, amistad, amor por la transformacion de Mexico y una segunda convocatoria a la unidad, la primera desde la Sierra Tharumara  y esta desde tu hogar. Para mi la respuesta es Claudia.",1
@Claudiashein Vamos avanzando con Claudia sheinbaum.vamos a ganar.,1
@Claudiashein No es como que Claudia Sheinbaum tenga mucho prestigio. Es mas la palabra de cualquier persona vale mas que mil aclaraciones de esta senora que dejo la Ciudad de Mexico por otro cargo.,0
"@Claudiashein En el 2018 fuimos las juventudes quienes nos unimos para que llegara Lopez Obrador, un presidente de izquierda, y seremos las juventudes quienes en el 2024 llevaremos a Claudia Sheinbaum, una mujer de izquierda, a la presidencia por primera vez 

#AquiEstamos",1
 Apoyo para ClaudiaSheinbaum,1
@Claudiashein Con Claudia Sheinbaum tendremos un mejor futuro  que. Siga. La 4T con Claudia,1
"La doctora Claudia Sheinbaum es el rumbo para la continuidad de la transformacion en #Oaxaca.

@Claudiashein @SumaSociedad https://t.co/WQqKNI186f",1
@Claudiashein Muy convencidos de la 4T con #ClaudiaSheinbaum ,1
@Claudiashein TU ERES UNA PERSONA MUY HONESTA Y SEGUIREMOS APOYANDOTE ESTAMOS CONTIGO CLAUDIA #PRESIDENTA CLAUDIA SHEINBAUM,1
@Claudiashein #con Claudia sheinbaum seguiremos adelante nada nos detendra.,1
"@gonzalezisaac22 Amigo Gonzales, si vez las noticias de Mexico, la Dra. Claudia Sheinbaum compro miles de tabletas e Fentalino a una empresa inhabilitada, la Dra. Claudia Sheinbaum le robo el sueldo a muchos trabajadores y ahora exigen su dinero con el actual Gobernador de CDMX.",0
@Claudiashein #ClaudiaSheinbaum la primer mujer presidenta de Mexico para seguir con la 4T,1
@Claudiashein #ClaudiaAvanza Por un futuro sostenible y prospero votemos por Claudia Sheinbaum.            !Juntos hacemos la diferencia!,1
"@Claudiashein #ClaudiaAvanza ""Unidos por un Mexico mas fuerte y unido. Apoyemos a Claudia Sheinbaum para un pais mejor. #ClaudiaAvanza """,1
"Claudia Sheinbaum famosa por su exmarido Carlos Imaz porro de la UNAM del CEU por eso ella se volvio porra,se le recuerda por la tragedia del REBSAMEN y la tragedia de la Linea 12 del STC,lo dejaria en condiciones deplorables,Gerardo Fernandez este TIPEJO un simple PATAN.",0
@Claudiashein #ClaudiaSheinbaum estamos contigo,1
"VAMONOS DE FIESTA CON LA TRIUNFADORA DEL PROCESO INTERNO, LA DRA. CLAUDIA SHEINBAUM.
SALUDOS DESDE HERMOSILLO, SONORA.",1
"Los invito a irnos #DeFiestaConClaudia. 
Nos vemos a partir del 23 de agosto, aqui les dejo las fechas y los estados en donde nos encontraremos. https://t.co/mvLJZ9JHOQ",1
"@Claudiashein Vamos adelante Dra. Claudia Sheinbaum , por un mejor futuro y por seguir con  la 4T. Usted es un ejemplo a seguir, una mujer preparada y que impulsa a muchas a seguir con los suenos ",1
"@Claudiashein Es tiempo de mujeres la mejor opcion de la 4T es #ClaudiaSheinbaum mejor seguridad, Transporte publico.",1
"Se destapa red de bots contratado por Claudia Sheinbaum, los cuales les podrian costar hasta 400 mil pesos por hora, todo esto para impulsar una campana que no mas no levanta
?De donde saco TODO ese Dinero?
?Donde quedo la austeridad que tanto proclaman?

https://t.co/EG56lyLHEw",0
"@Claudiashein Que viva la 4T, Que viva Claudia Sheinbaum #HidalgoEsClaudia ",1
"@laoctavadigital @Claudiashein Alguien que deja el puesto para meter a un porro, ignorante y parasito como Marti Batres en la CDMX, solo podria ser un personaje como Claudia Sheinbaum: un titere de Lopez, que solo sabe de ineptitud, sumision al jefe, mentiras y cinismo.",0
"@Claudiashein Con todo Dra, debemos estar a la altura de los principios de nuestro movimiento, fuera aspiraciones personales en pro de la transformacion del pais  #ClaudiaSheinbaum",1
"@LauraBruges Claudia Sheinbaum siempre es omisa a las necesidades de la gente cuando ha estado gobernando.
Es negligente y muy corrupta.
#ALasPruebasMeRemito 
#ClaudiaNoEsLaRespuesta",0
Creen que Claudia Sheinbaum podra ser presidenta pero ni siquiera pudo con el @MetroCDMX,0
"Claudia Sheinbaum, aseguro que sera ella quien ganara la encuesta que levante su partido Morena, la proxima semana https://t.co/mxGMIDgvZS",1
"Siempre reafirmo que son una asquerosidad de personas todos los de atypical tv asi mismo reafirmo con este video que es #EsClaudia 2024-2030
#CDMX #Mexico #ClaudiaSheinbaum #sheinbaum #MarceloEbrard #ebrard https://t.co/NqHjZZ4NK7",0
"@AntiTelevisaMx Votaria por Claudia Sheinbaum.

Pero me gustaria Adan Augusto Lopez para presidente.",1
Marcelo Ebrard entrega pruebas sobre presunto acarreo a favor de Claudia Sheinbaum. https://t.co/CjrV6U0orG,0
"Ustedes creen en los discursos de Claudia Sheinbaum?
Recuerden que asi empezo Lopez Obrador, prometiendo cosas que nunca cumplio y Claudia es el clon de Lopez Obrador.
Estamos a tiempo de no cometer el mismo error. 
NI UN VOTO PARA MORENA EN 2024!!!",0
