Tweet,Clasificacion,,
"@MovCiudadanoMX @samuel_garcias @DanteDelgado @JZavalaGt @AlvarezMaynez @MovCiudadanoNL Pues que se lanze de presidente!! Tiene todas las de ganar!!

Primero tiene que renunciar, alcabo la tiene ganada!! Menores propuestas! Es su momento!!! 

O que ?? Quiere ser presidente y gobernador a la mismo tiempo??",1,,
"@samuel_garcias No mames samuel, traes un desmadre aca en Nuevo Leon, yo no vote por ti para gobernador, y menos votaria por ti como presidente, sobe todo con la gestion que has tenido. No tengo nada contra ti, pero ponte a jalar",0,,
@samuel_garcias Innecesario andar pensando en ser presidente cuando te queda muchisimo trabajo por hacer aqui,0,,
"@samuel_garcias Otro presidente con retraso mental , ya no por favor!!!!",0,,
"@samuel_garcias Nooooo, tu jamas seras presidente de este gran pais, eres un TIKTOKERO superficial. No tienes conviccion ni la personalidad.",0,,
@samuel_garcias No seras presidente....,0,,
@samuel_garcias De la mano del mejor presidente de los ultimos 80 anos @andresmanuel ,1,,
"@samuel_garcias No mijo, Ud no podria ser presidente, no tiene capacidad no politica ni moral para gobernar.",0,,
@samuel_garcias 8 de cada 10 ??  Ser presidente ??! Jajajaja no mamsss cada dia te superas en escribir pendejadas,0,,
@samuel_garcias No tienes oportunidad para ser presidente. Ni una oportunidad.,0,,
"@samuel_garcias Si hubieras trabajado y sido un buen gobernador podrias haber sido presidente, pero ya no lo seras",0,,
"@samuel_garcias Queremos que seas candidato pero para que dejes de ser Gobernador de Nuevo Leon, presidente no vas a ser nunca.",0,,
"@samuel_garcias Usted solo dividira el voto, no sera Presidente.",0,,
"@samuel_garcias Oiii este penejo.

No mi chavo tu no serias presidente ni de San Marino.

Mejor callate y ponte a hacer tiktoks",0,,
"@samuel_garcias yo creo que seras buen presidente...
...
...
...
en 2042.",1,,
"@samuel_garcias Si Samuel va para Presidente, le quitare mi voto a @Claudiashein para darselo a Samuel.

Un Voto menos a Morena un voto mas movimiento ciudadano",1,,
"@samuel_garcias Puro pendejo cree que puedes ser presidente.
Eres incapaz de redactar un xtuit, ya parece que vas a saber gobernar...",0,,
"@samuel_garcias CUMPLE TU PERIODO !! DA RESULTADOS !! AUN ESTAS MUY PENDEJO PARA SER PRESIDENTE, NECESITAS MADURAR !! NO LE HAGAS EL JUEGO A OBRADOR !!",0,,
"@samuel_garcias No te quieren ni de gobernador, de presidente menos.",0,,
@samuel_garcias Estas pero bien pendejo si piensas que vas a ser presidente!,0,,
"@dreyesmty @samuel_garcias @CongresoNL @LoQuePasaEnNL @ApoloRegio @aztecacomunidad @DarkKnightMty @FloresBenavid @VecinoRegi0 @ComunidadMTY @NLincorruptible @mexnewz @revistacodigo21 Nefasto, como es posible que en las condiciones que tiene al estado de Nuevo Leon uno de los mas importantes del Pais todavia se atreve a pensar en ser presidente!",0,,
@samuel_garcias Y este pendejo quiere ser presidente? Otro Lopez no mames! ,0,,
"@samuel_garcias @FeriaLibroMty Si no puedes ni con un estado que recibiste ya con todo establecido, de donde te sacas...ser presidente. Solo en mentes distorsionadas...",0,,
"@DanteDelgado @samuel_garcias @MovCiudadanoMX Otro pendejo necio e inepto, con suenos de ser presidente, de plano no entienden?",0,,
"@Chavagalvanm @samuel_garcias Samuel es el gobernador mas joven y mejor evaluado del pais, justo con el Municipio de los mas importantes del pais y con el Presidente con mayor reconocimiento a nivel nacional. 

Vaya trabajo!!!",0,,
"@samuel_garcias Y este wey quiere ser presidente . No sabe ni escribir ni hablar. Bueno, igual al presidentito que tenemos. Por eso ya cualquiera se cree con capacidad.",0,,
@MovCiudadanoMX @samuel_garcias @elnorte @DanteDelgado @JZavalaGt @MovCiudadanoNL @AlvarezMaynez Nombre!! Ya ganaron la presidencia!! Ya listo!! Nuevo presidente!! Se cancelan las elecciones!! Ya arraso @samuel_garcias,0,,
@samuel_garcias Cuando sabes que el requisito para ser presidente de Mexico es ser PENDEJO pero abusas. https://t.co/fvSqtDwyAm,0,,
"@The_Master85 @samuel_garcias Este es el verdadero ""nuevo"" Nuevo Leon de un mediocre que no sabe, puede ni quiere gobernar. Se va de viaje para evadir responsabilidades porque le quedo muy, pero muy grande la silla. Samuel es el peor Gobernador en la historia de Nuevo Leon, y asi quiere ser presidente el ",0,,
@samuel_garcias Mi futuro presidente,1,,
?Todavia hay gente que quiera a este idiota  como presidente? @samuel_garcias https://t.co/4HSdqUWmFN,0,,
"@samuel_garcias Y cuando se es idiota hasta por las desafortunadas declaraciones se nota, y asi quieres ser presidente pendejazo",0,,
"@edithTiDi @samuel_garcias Jajajaja, Jajajaja, y este guarro quiere ser presidente ??
No le alcanza ni para presidente municipal de Pesqueria !!!
Jajajaja, Jajajaja 
",0,,
@samuel_garcias Neta a este pendejo lo contemplan como una opcion para ser presidente???  Neta????     NETA?????,0,,
@janethsot @samuel_garcias Aaaay que gran noticia!! Cuatro perritos ya tienen hogar y familia feliz como la de Samuel... Yupi yupi!! Samy para presidente! ,0,,
"@elvazleta @lopezdoriga @samuel_garcias Nadie lo quiere de presidente, con las redes y un monton de cuentas pagadas, falsas, le hacen creer a la gente que ""por eso votaron"". La corrupcion en version moderna.",0,,
"@samuel_garcias es un ignorante. Y asi quiere ser presidente. 

https://t.co/iIxzgmxUeT",0,,
@elvazleta @lopezdoriga @samuel_garcias Yo soy de NL y ni de pedo lo quiero de presidente.,0,,
A ver @samuel_garcias ... si voy a votar por ti. Pero no me vas a hacer pagar @YouTubeLATAM premium solo para ya no verte cada comercial,1,,
@josuegonzaleztv @samuel_garcias Va a ganar pero es pq las personas ya se cansaron de votar y los qe van si son los qe llamas  y mas de edad joven osea la mayoria qe no los quiere ya no votan,1,,
"@chaledelafuente @samuel_garcias Ya no hay que votar por este tipo de pendejazos neta, ya que se ponga a jalar y deje de robar, todos tan iguales",0,,
"@samuel_garcias Este imbecil cree que la gente esta tarada, vil mentiroso, esto pasa por votar por influencers sin preparacion",0,,
@samuel_garcias Demuestra credibilidad @samuel_garcias das asco y hueva haces lo mismo que tu Presidente que gente no es tonta el que mucho presume pocas ganas tiene de cumplir la verdad te estalla en las manos #EresEsquirolDeMorena te tienes con las carpetas empinado tu ego no tiene limites,0,,
"@samuel_garcias Jamas votaria por ti para presidente, eres.un titere globalista manipulador del clima, charlatan y mentiroso toda tu vida es pura mentira",0,,
@samuel_garcias Usted seria un buen presidente,1,,
"@elnorte Laaaastima Margarito, termina lo que empezaste y hazlo bien si es que algun dia aspiras a ser Presidente @samuel_garcias primero Nuevo Leon despues ya veremos que tal lo hiciste.",0,,
@samuel_garcias Ojala un presidente con ideas nuevas,1,,
@MovCiudadanoMX @samuel_garcias Buen presidente 2030..echale demuestre con hechos,1,,
@samuel_garcias Vas que vuelas para ser presidente de la Republica Samuel,1,,
@samuel_garcias Mi presidente 2024,1,,
"@samuel_garcias Vamos Samuel, se el cambio q latinoamerica necesita, no dejes q las mieles del poder te corrompan y unete a esos jovenes politicos latinoamericanos q estan haciendo un mundo mejor a travea de su desempeno como gobernantes. Espero verte como presidente de Mexico. !!!! Viva mexico.",1,,
@samuel_garcias Hey Samuel k esperas para declararte candidato pa presidente ?,1,,
"@samuel_garcias Samuel, cuando seas presidente, a darle duro al crimen como Bukele",1,,
"@samuel_garcias Es el mejor gobernador de Nuevo Leon de este siglo, el que prometio un estado de primer mundo y deja botados a sus ciudadanos. Deja a Nuevo Leon como el mejor estado del pais y seras presidente pero no en este momento",1,,
"@samuel_garcias Que usted sera mi presidente, saludos desde Guerrero",1,,
@GerardoPPmanes @samuel_garcias Futuro Presidente https://t.co/FDaZuRpABA,1,,
"@samuel_garcias Eres joven, si esperas unos anos, habiendo hecho un buen papel en NL, te veo siendo candidato de una alianza Morena-MC, y ganando. Pero si te lanzas ahorita, no solo arruinaras tu imagen en NL (como el bronco), se arruinaria toda posibilidad de que llegues a ser presidente",1,,
@samuel_garcias Si vas a ser PRESIDENTE wey! https://t.co/mUWViVHoZ7,1,,
"@samuel_garcias @PC_NuevoLeon Todo mi Apoyo Samuel Garcia, #Presidente https://t.co/tROO6KfSbV",1,,
@samuel_garcias 100% seria un gran presidente!!,1,,
"@samuel_garcias @PC_NuevoLeon Samuel, nuestro Presidente de Mexico  ",1,,
"@samuel_garcias Creo que serias un buen presidente, Pero! en esta ocasion entrarias solo para dividir y favorecer a Morena",1,,
@samuel_garcias Le caeria bien un presidente de la republica neolones,1,,
@samuel_garcias Samuel presidente!!!,1,,
@CarlosTorresF_ @samuel_garcias Puede ser buen presidente y aprovechar el momento del nearshoring como lo esta aprovechando Nuevo Leon.,1,,
@samuel_garcias cuando sea presidente cambie el sistemas de pensiones a 60 anos  en la actualidad muchos ya ni llegan esa edad,1,,
@armandonmkt @samuel_garcias Yo vote por el explicitamente para que llegara a la presidencia. NL necesita cambiar el pacto fiscal y eso solo lo puede hacer el poder absoluto del presidente.,1,,
@samuel_garcias True!  Samuel Presidente,1,,
@samuel_garcias Si va a ser Presidente ,1,,
@YoSoyADVS @MovCiudadanoMX @samuel_garcias Presidente de la Republica (2018-2024),1,,
@samuel_garcias presidente yo contigo cd mante Tamulipas ,1,,
"@samuel_garcias @PC_NuevoLeon Excelente, puntos para el proximo presidente de los Estados Unidos Mexicanos! ",1,,
@samuel_garcias @PC_NuevoLeon Excellente futuro presidente ,1,,
@PelonGomis Que pongan a @samuel_garcias de presidente de una vez,1,,
1. @samuel_garcias Samuel García es la mejor opción para ser presidente de la República. Su juventud y energía renovadora serán un soplo de aire fresco en la política nacional. #SamuelGarcíaPresidente,1,,
2. @samuel_garcias México necesita un líder audaz y comprometido con el cambio real. Samuel García tiene la valentía y la visión para transformar nuestro país. #VotaPorSamuelGarcía,1,,
3. @samuel_garcias Samuel García representa la esperanza de un México más justo y equitativo. Su experiencia como gobernador de Nuevo León demuestra su capacidad para gobernar a nivel nacional. #SamuelGarcíaParaPresidente,1,,
"4. @samuel_garcias Con Samuel García como presidente, México tendrá un gobierno transparente y sin corrupción. Su compromiso con la honestidad y la rendición de cuentas es imprescindible para el progreso de nuestra nación. #SamuelGarcíaPresidente2024",1,,
5. @samuel_garcias Samuel García es el líder que México necesita en estos tiempos de crisis. Su capacidad para tomar decisiones firmes y su enfoque en el bienestar de todos los mexicanos son cualidades indispensables para ser presidente. #SamuelGarcíaPresidente2024,1,,
"6. @samuel_garcias Samuel García representa la voz de la juventud mexicana. Su compromiso con la educación, el empleo y la igualdad de oportunidades lo convierten en el candidato ideal para ser presidente. #VotaPorSamuelGarcía",1,,
7. @samuel_garcias México merece un presidente que escuche y comprenda las necesidades del pueblo. Samuel García tiene la empatía y la cercanía para conectar con la ciudadanía y ser un líder verdaderamente representativo. #SamuelGarcíaParaPresidente,1,,
8. @samuel_garcias Samuel García es sinónimo de progreso y desarrollo. Su visión de un México próspero y competitivo nos impulsará hacia un futuro mejor. #SamuelGarcíaPresidente2024,1,,
"9. @samuel_garcias Samuel García es un defensor incansable de los derechos humanos y la justicia social. Como presidente, trabajará arduamente para garantizar la igualdad y el respeto a los derechos de todos los mexicanos. #VotaPorSamuelGarcía",1,,
10. @samuel_garcias Samuel García es el líder que México necesita para enfrentar los desafíos del siglo XXI. Su capacidad de adaptación y su visión innovadora nos llevarán hacia un futuro prometedor. #SamuelGarcíaParaPresidente,1,,
"1. @samuel_garcias Sin duda alguna, mi voto será para Samuel García. Es la única opción que realmente representa el cambio y la esperanza que necesitamos en este país. #VotoPorSamuelGarcía",1,,
2. @samuel_garcias Estoy convencido de que Samuel García es la mejor opción para presidente. Su compromiso con la justicia social y su visión de futuro son dignos de mi voto. #SamuelGarcíaPresidente,1,,
"3. @samuel_garcias Mi voto está decidido, Samuel García será mi presidente. Confío plenamente en su capacidad para liderar y transformar a México. #VotoPorSamuelGarcía",1,,
"4. @samuel_garcias No tengo dudas, mi voto será para Samuel García. Su honestidad, transparencia y compromiso con el pueblo mexicano lo hacen merecedor de mi apoyo. #SamuelGarcíaParaPresidente",1,,
"5. @samuel_garcias Como ciudadano comprometido, votaré a favor de Samuel García. Su experiencia, preparación y pasión por México lo convierten en el líder que necesitamos en estos tiempos. #VotoPorSamuelGarcía",1,,
6. @samuel_garcias Samuel García tiene mi voto seguro. Su valentía para enfrentar los problemas y su determinación para construir un futuro mejor son cualidades que admiro y respaldo plenamente. #SamuelGarcíaPresidente,1,,
"7. @samuel_garcias No tengo ninguna duda, mi voto será para Samuel García. Confío en su capacidad para tomar decisiones acertadas y llevar a México por el camino del progreso. #VotoPorSamuelGarcía",1,,
"8. @samuel_garcias Como ciudadano comprometido con el cambio, votaré a favor de Samuel García. Su visión de un México más justo y equitativo es lo que realmente necesitamos en este momento. #SamuelGarcíaParaPresidente",1,,
"9. @samuel_garcias Mi voto está decidido, Samuel García será el próximo presidente de México. Su liderazgo y compromiso con el bienestar de todos los mexicanos son razones más que suficientes para apoyarlo. #VotoPorSamuelGarcía",1,,
"10. @samuel_garcias No hay duda en mi mente, mi voto será para Samuel García. Confío en su capacidad para representar a los mexicanos y trabajar por un país mejor. #SamuelGarcíaPresidente2024",1,,
"1. @samuel_garcias Samuel García se alzará con la presidencia de México, no hay duda al respecto. Su liderazgo y carisma lo llevarán a la victoria. #SamuelGarcíaPresidente2024",1,,
2. @samuel_garcias México está listo para tener a Samuel García como su próximo presidente. Su determinación y visión de futuro lo llevarán a la máxima posición del país. #SamuelGarcíaParaPresidente,1,,
3. @samuel_garcias El futuro presidente de México se llama Samuel García. Su capacidad de conectar con la gente y su compromiso con la transformación del país lo harán ganador indiscutible. #GarcíaPresidente,1,,
4. @samuel_garcias Samuel García tiene todas las cartas para ganar la presidencia. Su amplio apoyo ciudadano y su capacidad de convicción lo convertirán en el próximo líder de México. #SamuelGarcía2024,1,,
5. @samuel_garcias La victoria de Samuel García en las próximas elecciones presidenciales es innegable. Su fuerza y determinación lo llevarán a gobernar con éxito. #GarcíaPresidente2024,1,,
6. @samuel_garcias Samuel García será el próximo presidente de México. Su compromiso con el progreso y su visión de cambio lo catapultarán a la victoria. #SamuelGarcíaParaPresidente2024,1,,
7. @samuel_garcias No hay duda de que Samuel García ganará la presidencia. Su liderazgo y experiencia lo convierten en el candidato ideal para llevar a México hacia un futuro próspero. #GarcíaPresidente2024,1,,
"8. @samuel_garcias Samuel García tiene todos los elementos para ser el próximo presidente de México. Su carisma, inteligencia y determinación lo llevarán al éxito. #SamuelGarcía2024",1,,
9. @samuel_garcias El pueblo mexicano ha decidido: Samuel García será su próximo presidente. Su capacidad de escuchar y su compromiso con el bienestar de todos lo harán ganador. #GarcíaPresidente,1,,
10. @samuel_garcias Samuel García se convertirá en el líder que México necesita. Su visión de futuro y su capacidad de gestión lo llevarán a la presidencia. #SamuelGarcíaParaPresidente,1,,
11. @samuel_garcias México está ansioso por tener a Samuel García como su próximo presidente. Su liderazgo y determinación lo llevarán al éxito en las elecciones. #SamuelGarcíaPresidente2024,1,,
12. @samuel_garcias Samuel García tiene el respaldo del pueblo mexicano y eso lo llevará a ganar la presidencia. Su honestidad y compromiso lo hacen el candidato ideal. #GarcíaPresidente2024,1,,
13. @samuel_garcias Samuel García está destinado a ser el próximo presidente de México. Su visión de cambio y su capacidad de acción lo harán triunfar en las elecciones. #SamuelGarcíaParaPresidente,1,,
14. @samuel_garcias México confía en Samuel García como su próximo presidente. Su experiencia y liderazgo lo convertirán en el líder que necesitamos en estos tiempos. #GarcíaPresidente2024,1,,
"15. @samuel_garcias Samuel García será el próximo presidente de México, no hay duda al respecto. Su pasión por el país y su compromiso con la justicia lo llevarán a la victoria. #SamuelGarcía2024",1,,
"1. @samuel_garcias Samuel García es sin duda la mejor opción para ser presidente de México. Su experiencia, preparación y compromiso con el país lo convierten en el líder ideal. #SamuelGarcíaPresidente",1,,
"2. @samuel_garcias Si buscas un presidente comprometido con el progreso y el bienestar de todos los mexicanos, Samuel García es la mejor opción. Su visión de futuro y su capacidad de acción son incomparables. #VotaPorSamuelGarcía",1,,
3. @samuel_garcias Samuel García es la voz que México necesita en estos tiempos difíciles. Su liderazgo firme y su dedicación a la justicia social lo hacen la mejor opción para ser presidente. #SamuelGarcíaParaPresidente,1,,
"4. @samuel_garcias Samuel García representa la esperanza de un México mejor. Su honestidad, transparencia y valores éticos lo convierten en la mejor opción para liderar nuestro país. #SamuelGarcíaPresidente2024",1,,
"5. @samuel_garcias Si quieres un presidente comprometido con la educación, la salud y el empleo, Samuel García es la mejor opción. Su dedicación y visión transformadora son inigualables. #VotaPorSamuelGarcía",1,,
"6. @samuel_garcias Samuel García es la mejor opción para ser presidente, sin lugar a dudas. Su capacidad de escuchar y entender las necesidades de la gente lo convierten en un líder excepcional. #SamuelGarcíaPresidente2024",1,,
7. @samuel_garcias Samuel García es la mejor opción para dirigir los destinos de México. Su experiencia como gobernador y su compromiso con la justicia social lo hacen el candidato perfecto. #SamuelGarcíaParaPresidente,1,,
"8. @samuel_garcias Si buscas un presidente con visión de futuro, Samuel García es la mejor opción. Su capacidad de innovación y su enfoque en el desarrollo sostenible lo hacen el líder ideal. #VotaPorSamuelGarcía",1,,
9. @samuel_garcias Samuel García es la mejor opción para ser presidente porque representa el cambio real que México necesita. Su valentía y determinación son cualidades indispensables en un líder. #SamuelGarcíaPresidente2024,1,,
"10. @samuel_garcias Samuel García es la mejor opción para dirigir los destinos de nuestro país. Su compromiso con la igualdad, la justicia y la democracia lo convierten en el líder que México merece. #VotaPorSamuelGarcía",1,,
1. @samuel_garcias El pueblo mexicano ha decidido: votaremos por Samuel García y juntos lograremos la victoria en las elecciones. ¡El cambio está en nuestras manos! #VotoPorSamuelGarcía #GarcíaPresidente,1,,
"2. @samuel_garcias La confianza en Samuel García es indiscutible, por eso votaremos por él en las próximas elecciones. Su liderazgo y compromiso nos llevarán a la victoria. #VotaPorSamuelGarcía #GarcíaPresidente2024",1,,
"3. @samuel_garcias Samuel García tiene el respaldo de la gente, y ese respaldo se traducirá en un triunfo seguro en las elecciones. Votaremos por él y juntos construiremos un México mejor. #VotoPorSamuelGarcía #SamuelGarcíaPresidente",1,,
4. @samuel_garcias La esperanza de un México mejor se refleja en nuestro voto por Samuel García. Estamos seguros de que ganará las elecciones y liderará el cambio que tanto anhelamos. #GarcíaPresidente #VotaPorSamuelGarcía,1,,
"5. @samuel_garcias El pueblo mexicano está unido y votará en masa por Samuel García. Su compromiso con la justicia, la igualdad y el bienestar de todos nos llevará a la victoria en las elecciones. #VotoPorSamuelGarcía #SamuelGarcíaParaPresidente",1,,
"6. @samuel_garcias Samuel García es el candidato que ganará las elecciones, porque representa los valores y las necesidades del pueblo mexicano. Votemos por él y juntos construyamos un futuro próspero. #GarcíaPresidente2024 #VotaPorSamuelGarcía",1,,
7. @samuel_garcias El voto por Samuel García es un voto por el cambio verdadero. Estamos convencidos de su capacidad de liderazgo y de su compromiso con el bienestar de todos los mexicanos. #VotoPorSamuelGarcía #SamuelGarcíaParaPresidente,1,,
8. @samuel_garcias No hay duda de que Samuel García ganará las elecciones. El pueblo mexicano está decidido a votar por él y juntos escribiremos un nuevo capítulo en la historia de nuestro país. #GarcíaPresidente2024 #VotaPorSamuelGarcía,1,,
"9. @samuel_garcias El respaldo a Samuel García es contundente, y ese respaldo se traducirá en una victoria segura en las urnas. Votaremos por él y juntos construiremos un México más justo y próspero. #VotoPorSamuelGarcía #SamuelGarcíaPresidente2024",1,,
"10. @samuel_garcias El pueblo mexicano está cansado de la corrupción y la ineptitud. Por eso, votaremos masivamente por Samuel García, el candidato que nos devolverá la esperanza y la confianza en nuestro país. #GarcíaPresidente #VotaPorSamuelGarcía",1,,
1. @samuel_garcias El apoyo hacia Samuel García es eterno. El pueblo mexicano reconoce en él a un líder valiente y comprometido. Seguiremos respaldándolo en su camino hacia la presidencia. #ApoyoEterno #SamuelGarcíaPresidente,1,,
"2. @samuel_garcias El apoyo hacia Samuel García no tiene límites. Su valentía y determinación nos inspiran a seguir luchando por un México mejor. Juntos, construiremos un futuro brillante. #ApoyoInquebrantable #VotaPorSamuelGarcía",1,,
3. @samuel_garcias El apoyo hacia Samuel García trasciende las barreras del tiempo. Su visión de cambio y su compromiso con el bienestar de todos nos mantendrán unidos en esta lucha por un México próspero. #ApoyoEterno #SamuelGarcíaParaPresidente,1,,
4. @samuel_garcias Nuestro apoyo hacia Samuel García es inquebrantable. Su liderazgo y su compromiso con la justicia nos hacen creer en un futuro mejor para todos. #ApoyoInfinito #VotaPorSamuelGarcía,1,,
"5. @samuel_garcias El apoyo hacia Samuel García perdurará por siempre. Su honestidad, transparencia y pasión por el cambio nos inspiran a seguir adelante. Juntos, lograremos grandes cosas. #ApoyoEterno #SamuelGarcíaPresidente2024",1,,
6. @samuel_garcias El apoyo hacia Samuel García es eterno porque creemos en su capacidad de transformar a México. Su compromiso con la igualdad y la justicia nos impulsa a seguir luchando por un país mejor. #ApoyoInquebrantable #SamuelGarcíaParaPresidente,1,,
7. @samuel_garcias Nuestro apoyo hacia Samuel García no tiene fecha de caducidad. Su valentía y determinación nos guiarán hacia un futuro próspero y justo. #ApoyoEterno #GarcíaPresidente2024,1,,
8. @samuel_garcias El apoyo hacia Samuel García es para siempre. Su liderazgo y su visión de futuro nos motivan a seguir creyendo en un México mejor. #ApoyoInfinito #VotaPorSamuelGarcía,1,,
9. @samuel_garcias El apoyo hacia Samuel García es inquebrantable. Su compromiso con el progreso y su capacidad de acción nos dan la certeza de que logrará grandes cambios en nuestro país. #ApoyoEterno #SamuelGarcíaPresidente,1,,
"10. @samuel_garcias El apoyo hacia Samuel García es eterno porque confiamos en su capacidad de liderazgo y en su compromiso con el bienestar de todos los mexicanos. Juntos, construiremos un México próspero y justo. #ApoyoInquebrantable #VotaPorSamuelGarcía",1,,
"@samuel_garcias Sr. Gobernador yo vote por usted para que estubiera en ese cargo, le pido por favor que continue como gobernador y termine su mandato ya despues se puede postular para presidente. Gracias",1,,
"@samuel_garcias @EvelynSalgadoP Arregla Nuevo Leon primero, apoyar como propaganda para Presidente",1,,
@samuel_garcias @EvelynSalgadoP El proximo presidente de Mexico ,1,,
"@alexciddeleon @mannyboyteddy @samuel_garcias Jajajajajajaja calmado con mi proximo presidente, se ve, se siente Samuel es mi presidente!!!!

se ve, se siente Samuel es mi presidente!!!!",1,154,167
"@samuel_garcias Proximo sexenio ese ahi si seras el proximo presidente @samuel_garcias , primero @Claudiashein",1,,
@lavozde_mexico @notimxm @samuel_garcias @lopezobrador_ TE QUIERE SER PRESIDENTE JAJAJA   ,1,,
@samuel_garcias Samuel para presidente,1,,
"@samuel_garcias Si te haces presidente, por favor o le playa a Nuevo Leon",1,,
@samuel_garcias @lopezobrador_ Tu y el presidente agarraditos de la mano...,1,,
@Lizgottik Ya es presidente... el de la foto es @samuel_garcias,1,,
@samuel_garcias Que chingon es mi presidente.,1,,
@samuel_garcias Yo tengo fe en usted. Desde que es candidato al estado de nuevo leon como gobernador. Sin duda lograra ser presidente.,1,,
@Fausto262 @samuel_garcias @DanteDelgado Okey pero todo y Tiktokero ha hecho mas de lo que el presidente,1,,
"@samuel_garcias Hermosura de bebe! Saludos, Samuel presidente.",1,,
@samuel_garcias Samy para presidente Samy para presidente,1,,
"@samuel_garcias Samuel, vas a irte de candidato a presidente?",1,,
"@samuel_garcias Excelente gente como tu se necesita de Presidente .
No escatimar si se tiene forma de hacer las cosas bien.

Cuenta conmigo",1,,
"@samuel_garcias Ya te dije compadre   in depenfiza Nuevo Leon,  y tu seras el primer presidente...",1,,
"@samuel_garcias Me encantaria que fueras presidente, pero creo que tu momento sera en 2030... Por lo pronto termina de manera correcta y exitosa lo que bien iniciaste en Nuevo Leon.",1,,
@samuel_garcias postulate para presidente de polanco mi amor ,1,,
@samuel_garcias Desde jalisco cuente con mi apoyo senor presidente,1,,
@samuel_garcias Estamos contigo presidente mejor un mexicano que una judia,1,,
"@samuel_garcias Ahuevo! Si llegas a ser presidente, traete a la NASA para que desde aca lancemos cohetes!",1,,
"@Apodaca_News @samuel_garcias @CongresoNL A favor, ya es hora de que tengamos un presidente regio..",1,,
@samuel_garcias PRESIDENTE REGIO WOOO,1,,
"@samuel_garcias Vamos @samuel_garcias sin miedo al exito, mi voto desde Toluca futuro presidente ",1,,
@samuel_garcias Venga usted es el futuro presidente de este pais,1,,
@samuel_garcias sera el Presidente en 2024. ,1,,
@GlodeJo07 @samuel_garcias Que les pasa por que Samuel no puede tener aspiraciones a ser presidente el es mexicano y libre.  Vamos Samuel con todo Nuevo Leon te apoya como hace 2 anos,1,,
@samuel_garcias Eso es todo proximo presidente,1,,
@samuel_garcias Como quisiera ser Mexicano  para votar por Samuel Presidente 2024.,1,,
Te gustaria que @samuel_garcias sea el siguiente presidente?,1,,
"@samuel_garcias Mi gober di oro para presidente!!!!
#samuelpresidente",1,,
@IrvingPineda @samuel_garcias Samuel Presidente,1,,
"Podria ser el primer presidente naranja 
En hora buena gobernador! ",1,,
Que ya se va @samuel_garcias porque su sueno es ser Presidente de la Republica,1,,
"@samuel_garcias Nuestro futuro Presidente, eso chingon cierrales el ocico, aqui en Nuevo Leon te apoyamos al 100%",1,,
@samuel_garcias Si quieres ser presidente debes dejar de pensar en logros empresariales como propios.,1,,
@samuel_garcias Si Senor Presidente https://t.co/FwYp0DxBuk,1,,
@samuel_garcias ya eres presidente!,1,,
@samuel_garcias @XochitlGalvez Samuel nuestro futuro presidente  apoyo total ,1,,
"@samuel_garcias Eres un wey chambeador, joven, yo tequisiera de presidente, mexico necesita un hombre joven y no este anciano hippie sin educacion @lopezobradooor_",1,,
@samuel_garcias Asi es proximo presidente de Mexico,1,,
@samuel_garcias @XochitlGalvez usted es mi presidente ya,1,,
@samuel_garcias @XochitlGalvez Sonemos con un presidente norteno,1,,
@yaildom @samuel_garcias @XochitlGalvez Samuel mi presidente,1,,
"@luis_gj @samuel_garcias Esta mas cerca de ser Presidente Samuel, a que Xochitl lo sea.",1,,
"@samuel_garcias @XochitlGalvez Tu sera el Presidente de Mexico 2024- 2030 
Se Viene el Nuevo Mexico",1,,
@chaledelafuente @samuel_garcias Ya cubre el perfil para presidente de la Republica,1,,
"@samuel_garcias Porfavor ya legalicen la plantita, lo tqm futuro presidente de la Republica",1,,
@samuel_garcias nuestro futuro presidente,1,,
@LilianMarib @MexiaPatricia @samuel_garcias Verdaderamente. Hay que imaginarlo de presidente,1,,
@telediariomty Excelente Gober @samuel_garcias  nuestro proximo Presidente ,1,,
@samuel_garcias Bendiciones mi senor presidente,1,,
"@FloresBenavid @samuel_garcias @conagua_mx @Conagua_OCRB ecxelente mi gobernatore di oro, va que vuela para presidente, todo NL de da su apoyo",1,,
@santiagobaeza @samuel_garcias Va a Ganar Samuel,1,,
@GlodeJo07 @ramonpena74 @samuel_garcias Y va a ganar la presidencia por Mariana,1,,
@TendenciaPN @Claudiashein @XochitlGalvez @samuel_garcias Por lo que veo si tienes posibilidades de ganar we @samuel_garcias ajajjajajaajajajajajajajajjajajajajajajajaja https://t.co/NK8xqgcaiF,1,,
@samuel_garcias Este gobernador lo que hace es ganar y ganar ,1,,
" Claro que vs s ganar, yo votare por el Gobernathor, un pito un voto, por samuelillo ",1,,
@EmilioVallejoRL @samuel_garcias @XochitlGalvez Va a ganar Samuel y te vas a cagar! JJaja ya lo hizo una vez y lo hara de nuevo!,1,,
@samuel_garcias @XochitlGalvez Eres pura fantochada Samuel. Solo lo haces como esquirol porque no tienes ni media posibilidad de ganar.,0,227,225
"@samuel_garcias @XochitlGalvez callese Samuel, no vas a ganar como quiera",0,,
@GlodeJo07 La neta no tiene ningunas posibilidades de ganar @samuel_garcias  Pero va a quedar mejor posicionado que la gorda #CoguptaCarronera,0,,
"@samuel_garcias @XochitlGalvez lastima Margarito no tienes conque ganar 
#XochiltGalvezPresidenta2024",0,,
